"","metric","Index","Hydro_endpoint","SmoothingFunc","Quantile","ChosenSmth","ModelstoUse","Threshold","BioThresh","Lower","Upper","MetricCurve","CurveStatus","Lower2","Upper2","MetricCurve2"
"14","csci_SP_Mag","csci","SP_Mag",3,0.5,3,"Yes","NATLow",0.63,NA,NA,"csci_SP_Mag_3_0.5","Below",0,0,"csci_SP_Mag_3_0.5_NATLow"
"15","csci_SP_Mag","csci","SP_Mag",3,0.5,3,"Yes","NATHigh",0.92,NA,NA,"csci_SP_Mag_3_0.5","Below",0,0,"csci_SP_Mag_3_0.5_NATHigh"
"16","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NATHigh",0.92,NA,NA,"csci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"csci_Wet_BFL_Mag_10_3_0.5_NATHigh"
"17","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NATHigh",0.92,NA,NA,"csci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"csci_Wet_BFL_Mag_50_3_0.5_NATHigh"
"18","csci_Q99","csci","Q99",3,0.5,3,"Yes","NATHigh",0.92,NA,NA,"csci_Q99_3_0.5","Below",0,0,"csci_Q99_3_0.5_NATHigh"
"19","asci_DS_Mag_50","asci","DS_Mag_50",6,0.9,6,"Yes","NATLow",0.75,NA,NA,"asci_DS_Mag_50_6_0.9","Above",-44933.6480255651,7536.16597302694,"asci_DS_Mag_50_6_0.9_NATLow"
"20","asci_DS_Mag_50","asci","DS_Mag_50",6,0.9,6,"Yes","SB2",0.76,NA,NA,"asci_DS_Mag_50_6_0.9","Above",-44933.6480255651,7536.16597302694,"asci_DS_Mag_50_6_0.9_SB2"
"21","asci_FA_Mag","asci","FA_Mag",6,0.9,6,"Yes","NATLow",0.75,NA,NA,"asci_FA_Mag_6_0.9","Above",-44933.6480255651,7536.16597302694,"asci_FA_Mag_6_0.9_NATLow"
"22","asci_SP_Mag","asci","SP_Mag",6,0.9,6,"Yes","NATLow",0.75,NA,NA,"asci_SP_Mag_6_0.9","Above",-44933.6480255651,7536.16597302694,"asci_SP_Mag_6_0.9_NATLow"
"23","asci_SP_Mag","asci","SP_Mag",6,0.9,6,"Yes","SB0",0.79,NA,NA,"asci_SP_Mag_6_0.9","Above",-44933.6480255651,7536.16597302694,"asci_SP_Mag_6_0.9_SB0"
"24","asci_SP_Mag","asci","SP_Mag",6,0.9,6,"Yes","SB2",0.76,NA,NA,"asci_SP_Mag_6_0.9","Above",-44933.6480255651,7536.16597302694,"asci_SP_Mag_6_0.9_SB2"
"25","csci_DS_Mag_50","csci","DS_Mag_50",6,0.5,6,"Yes","NATHigh",0.92,NA,NA,"csci_DS_Mag_50_6_0.5","Below",0,0,"csci_DS_Mag_50_6_0.5_NATHigh"
"26","csci_FA_Mag","csci","FA_Mag",6,0.5,6,"Yes","NATHigh",0.92,NA,NA,"csci_FA_Mag_6_0.5","Below",0,0,"csci_FA_Mag_6_0.5_NATHigh"
"27","asci_Peak_10","asci","Peak_10",3,0.9,3,"Yes","NAT",0.86,-3639.36261369614,NA,"asci_Peak_10_3_0.9","Passes",-3639.36261369614,7536.16597302694,"asci_Peak_10_3_0.9_NAT"
"28","asci_Peak_10","asci","Peak_10",3,0.9,3,"Yes","NATMed",0.86,-3639.36261369614,NA,"asci_Peak_10_3_0.9","Passes",-3639.36261369614,7536.16597302694,"asci_Peak_10_3_0.9_NATMed"
"29","asci_Peak_10","asci","Peak_10",3,0.9,3,"Yes","NATLow",0.75,-6890.11379332425,NA,"asci_Peak_10_3_0.9","Passes",-6890.11379332425,7536.16597302694,"asci_Peak_10_3_0.9_NATLow"
"30","asci_Peak_10","asci","Peak_10",3,0.9,3,"Yes","NATHigh",0.94,-1873.32258022247,NA,"asci_Peak_10_3_0.9","Passes",-1873.32258022247,7536.16597302694,"asci_Peak_10_3_0.9_NATHigh"
"31","asci_Peak_10","asci","Peak_10",3,0.9,3,"Yes","HB",0.87,-3403.46189354933,NA,"asci_Peak_10_3_0.9","Passes",-3403.46189354933,7536.16597302694,"asci_Peak_10_3_0.9_HB"
"32","asci_Peak_10","asci","Peak_10",3,0.9,3,"Yes","SB0",0.79,-5511.65111205916,NA,"asci_Peak_10_3_0.9","Passes",-5511.65111205916,7536.16597302694,"asci_Peak_10_3_0.9_SB0"
"33","asci_Peak_10","asci","Peak_10",3,0.9,3,"Yes","SB2",0.76,-6510.95603442035,NA,"asci_Peak_10_3_0.9","Passes",-6510.95603442035,7536.16597302694,"asci_Peak_10_3_0.9_SB2"
"34","csci_Peak_10","csci","Peak_10",3,0.9,3,"Yes","NAT",0.79,-17211.2098713924,-7465.26155798918,"csci_Peak_10_3_0.9","Passes",-7465.26155798918,7536.16597302694,"csci_Peak_10_3_0.9_NAT"
"35","csci_Peak_10","csci","Peak_10",3,0.9,3,"Yes","NATMed",0.79,-17211.2098713924,-7465.26155798918,"csci_Peak_10_3_0.9","Passes",-7465.26155798918,7536.16597302694,"csci_Peak_10_3_0.9_NATMed"
"36","csci_Peak_10","csci","Peak_10",3,0.9,3,"Yes","NATHigh",0.92,-3808.44251992362,NA,"csci_Peak_10_3_0.9","Passes",-3808.44251992362,7536.16597302694,"csci_Peak_10_3_0.9_NATHigh"
"37","csci_Peak_10","csci","Peak_10",3,0.9,3,"Yes","SB0",0.78,-16520.655177643,-7908.96431617179,"csci_Peak_10_3_0.9","Passes",-7908.96431617179,7536.16597302694,"csci_Peak_10_3_0.9_SB0"
"38","csci_Peak_10","csci","Peak_10",3,0.9,3,"Yes","SB2",0.75,-13876.7789060485,-9870.56426280751,"csci_Peak_10_3_0.9","Passes",-9870.56426280751,7536.16597302694,"csci_Peak_10_3_0.9_SB2"
"39","asci_Peak_2","asci","Peak_2",3,0.9,3,"Yes","NAT",0.86,-1365.04373242624,NA,"asci_Peak_2_3_0.9","Passes",-1365.04373242624,7536.16597302694,"asci_Peak_2_3_0.9_NAT"
"40","asci_Peak_2","asci","Peak_2",3,0.9,3,"Yes","NATMed",0.86,-1365.04373242624,NA,"asci_Peak_2_3_0.9","Passes",-1365.04373242624,7536.16597302694,"asci_Peak_2_3_0.9_NATMed"
"41","asci_Peak_2","asci","Peak_2",3,0.9,3,"Yes","NATLow",0.75,-2189.54685400319,NA,"asci_Peak_2_3_0.9","Passes",-2189.54685400319,7536.16597302694,"asci_Peak_2_3_0.9_NATLow"
"42","asci_Peak_2","asci","Peak_2",3,0.9,3,"Yes","NATHigh",0.94,-864.31232161894,NA,"asci_Peak_2_3_0.9","Passes",-864.31232161894,7536.16597302694,"asci_Peak_2_3_0.9_NATHigh"
"43","asci_Peak_2","asci","Peak_2",3,0.9,3,"Yes","HB",0.87,-1299.37332824727,NA,"asci_Peak_2_3_0.9","Passes",-1299.37332824727,7536.16597302694,"asci_Peak_2_3_0.9_HB"
"44","asci_Peak_2","asci","Peak_2",3,0.9,3,"Yes","SB0",0.79,-1862.69853089394,NA,"asci_Peak_2_3_0.9","Passes",-1862.69853089394,7536.16597302694,"asci_Peak_2_3_0.9_SB0"
"45","asci_Peak_2","asci","Peak_2",3,0.9,3,"Yes","SB2",0.76,-2103.94485772024,NA,"asci_Peak_2_3_0.9","Passes",-2103.94485772024,7536.16597302694,"asci_Peak_2_3_0.9_SB2"
"46","csci_Peak_2","csci","Peak_2",3,0.9,3,"Yes","NAT",0.79,-5924.15754809486,-2704.69373773888,"csci_Peak_2_3_0.9","Passes",-2704.69373773888,7536.16597302694,"csci_Peak_2_3_0.9_NAT"
"47","csci_Peak_2","csci","Peak_2",3,0.9,3,"Yes","NATMed",0.79,-5924.15754809486,-2704.69373773888,"csci_Peak_2_3_0.9","Passes",-2704.69373773888,7536.16597302694,"csci_Peak_2_3_0.9_NATMed"
"48","csci_Peak_2","csci","Peak_2",3,0.9,3,"Yes","NATHigh",0.92,-7540.79079790875,-1461.82277670482,"csci_Peak_2_3_0.9","Passes",-1461.82277670482,7536.16597302694,"csci_Peak_2_3_0.9_NATHigh"
"49","csci_Peak_2","csci","Peak_2",3,0.9,3,"Yes","SB0",0.78,-5760.98828105976,-2847.45363797219,"csci_Peak_2_3_0.9","Passes",-2847.45363797219,7536.16597302694,"csci_Peak_2_3_0.9_SB0"
"50","csci_Peak_2","csci","Peak_2",3,0.9,3,"Yes","SB2",0.75,-5141.22124953979,-3417.42360478908,"csci_Peak_2_3_0.9","Passes",-3417.42360478908,7536.16597302694,"csci_Peak_2_3_0.9_SB2"
"51","asci_Peak_5","asci","Peak_5",3,0.9,3,"Yes","NAT",0.86,-3260.64916394653,NA,"asci_Peak_5_3_0.9","Passes",-3260.64916394653,7536.16597302694,"asci_Peak_5_3_0.9_NAT"
"52","asci_Peak_5","asci","Peak_5",3,0.9,3,"Yes","NATMed",0.86,-3260.64916394653,NA,"asci_Peak_5_3_0.9","Passes",-3260.64916394653,7536.16597302694,"asci_Peak_5_3_0.9_NATMed"
"53","asci_Peak_5","asci","Peak_5",3,0.9,3,"Yes","NATLow",0.75,-5823.03737386285,NA,"asci_Peak_5_3_0.9","Passes",-5823.03737386285,7536.16597302694,"asci_Peak_5_3_0.9_NATLow"
"54","asci_Peak_5","asci","Peak_5",3,0.9,3,"Yes","NATHigh",0.94,-1754.7507615311,NA,"asci_Peak_5_3_0.9","Passes",-1754.7507615311,7536.16597302694,"asci_Peak_5_3_0.9_NATHigh"
"55","asci_Peak_5","asci","Peak_5",3,0.9,3,"Yes","HB",0.87,-3061.22221181959,NA,"asci_Peak_5_3_0.9","Passes",-3061.22221181959,7536.16597302694,"asci_Peak_5_3_0.9_HB"
"56","asci_Peak_5","asci","Peak_5",3,0.9,3,"Yes","SB0",0.79,-4792.14235160298,NA,"asci_Peak_5_3_0.9","Passes",-4792.14235160298,7536.16597302694,"asci_Peak_5_3_0.9_SB0"
"57","asci_Peak_5","asci","Peak_5",3,0.9,3,"Yes","SB2",0.76,-5550.6473729542,NA,"asci_Peak_5_3_0.9","Passes",-5550.6473729542,7536.16597302694,"asci_Peak_5_3_0.9_SB2"
"58","csci_Peak_5","csci","Peak_5",3,0.9,3,"Yes","NAT",0.79,-13206.7306850526,-5929.55804936704,"csci_Peak_5_3_0.9","Passes",-5929.55804936704,7536.16597302694,"csci_Peak_5_3_0.9_NAT"
"59","csci_Peak_5","csci","Peak_5",3,0.9,3,"Yes","NATMed",0.79,-13206.7306850526,-5929.55804936704,"csci_Peak_5_3_0.9","Passes",-5929.55804936704,7536.16597302694,"csci_Peak_5_3_0.9_NATMed"
"60","csci_Peak_5","csci","Peak_5",3,0.9,3,"Yes","NATHigh",0.92,-16780.7769759338,-3114.60880303002,"csci_Peak_5_3_0.9","Passes",-3114.60880303002,7536.16597302694,"csci_Peak_5_3_0.9_NATHigh"
"61","csci_Peak_5","csci","Peak_5",3,0.9,3,"Yes","SB0",0.78,-12843.2624974455,-6243.37473350509,"csci_Peak_5_3_0.9","Passes",-6243.37473350509,7536.16597302694,"csci_Peak_5_3_0.9_SB0"
"62","csci_Peak_5","csci","Peak_5",3,0.9,3,"Yes","SB2",0.75,-11480.4950292974,-7464.87356826153,"csci_Peak_5_3_0.9","Passes",-7464.87356826153,7536.16597302694,"csci_Peak_5_3_0.9_SB2"
"63","csci_SP_Mag","csci","SP_Mag",3,0.9,3,"Yes","NAT",0.79,NA,NA,"csci_SP_Mag_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_SP_Mag_3_0.9_NAT"
"64","csci_SP_Mag","csci","SP_Mag",3,0.9,3,"Yes","NATMed",0.79,NA,NA,"csci_SP_Mag_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_SP_Mag_3_0.9_NATMed"
"65","csci_SP_Mag","csci","SP_Mag",3,0.9,3,"Yes","NATLow",0.63,NA,NA,"csci_SP_Mag_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_SP_Mag_3_0.9_NATLow"
"66","csci_SP_Mag","csci","SP_Mag",3,0.9,3,"Yes","NATHigh",0.92,NA,NA,"csci_SP_Mag_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_SP_Mag_3_0.9_NATHigh"
"67","csci_SP_Mag","csci","SP_Mag",3,0.9,3,"Yes","HB",0.67,NA,NA,"csci_SP_Mag_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_SP_Mag_3_0.9_HB"
"68","csci_SP_Mag","csci","SP_Mag",3,0.9,3,"Yes","SB0",0.78,NA,NA,"csci_SP_Mag_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_SP_Mag_3_0.9_SB0"
"69","csci_SP_Mag","csci","SP_Mag",3,0.9,3,"Yes","SB2",0.75,NA,NA,"csci_SP_Mag_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_SP_Mag_3_0.9_SB2"
"70","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.9,3,"Yes","NAT",0.86,-50.2676625902309,NA,"asci_Wet_BFL_Mag_10_3_0.9","Passes",-50.2676625902309,7536.16597302694,"asci_Wet_BFL_Mag_10_3_0.9_NAT"
"71","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.9,3,"Yes","NATMed",0.86,-50.2676625902309,NA,"asci_Wet_BFL_Mag_10_3_0.9","Passes",-50.2676625902309,7536.16597302694,"asci_Wet_BFL_Mag_10_3_0.9_NATMed"
"72","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.9,3,"Yes","NATLow",0.75,-69.6564954195796,NA,"asci_Wet_BFL_Mag_10_3_0.9","Passes",-69.6564954195796,7536.16597302694,"asci_Wet_BFL_Mag_10_3_0.9_NATLow"
"73","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.9,3,"Yes","NATHigh",0.94,-34.1254877952765,NA,"asci_Wet_BFL_Mag_10_3_0.9","Passes",-34.1254877952765,7536.16597302694,"asci_Wet_BFL_Mag_10_3_0.9_NATHigh"
"74","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.9,3,"Yes","HB",0.87,-48.3822306691773,NA,"asci_Wet_BFL_Mag_10_3_0.9","Passes",-48.3822306691773,7536.16597302694,"asci_Wet_BFL_Mag_10_3_0.9_HB"
"75","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.9,3,"Yes","SB0",0.79,-62.825452073518,NA,"asci_Wet_BFL_Mag_10_3_0.9","Passes",-62.825452073518,7536.16597302694,"asci_Wet_BFL_Mag_10_3_0.9_SB0"
"76","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.9,3,"Yes","SB2",0.76,-67.9650827276072,NA,"asci_Wet_BFL_Mag_10_3_0.9","Passes",-67.9650827276072,7536.16597302694,"asci_Wet_BFL_Mag_10_3_0.9_SB2"
"77","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.9,3,"Yes","NAT",0.79,-87.5317422407151,NA,"csci_Wet_BFL_Mag_10_3_0.9","Passes",-87.5317422407151,7536.16597302694,"csci_Wet_BFL_Mag_10_3_0.9_NAT"
"78","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.9,3,"Yes","NATMed",0.79,-87.5317422407151,NA,"csci_Wet_BFL_Mag_10_3_0.9","Passes",-87.5317422407151,7536.16597302694,"csci_Wet_BFL_Mag_10_3_0.9_NATMed"
"79","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.9,3,"Yes","NATHigh",0.92,-65.3195616627646,69.2159498765459,"csci_Wet_BFL_Mag_10_3_0.9","Passes",-65.3195616627646,69.2159498765459,"csci_Wet_BFL_Mag_10_3_0.9_NATHigh"
"80","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NAT",0.86,-175.118199733957,NA,"asci_Wet_BFL_Mag_50_3_0.9","Passes",-175.118199733957,7536.16597302694,"asci_Wet_BFL_Mag_50_3_0.9_NAT"
"81","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NATMed",0.86,-175.118199733957,NA,"asci_Wet_BFL_Mag_50_3_0.9","Passes",-175.118199733957,7536.16597302694,"asci_Wet_BFL_Mag_50_3_0.9_NATMed"
"82","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NATLow",0.75,-276.523179084478,NA,"asci_Wet_BFL_Mag_50_3_0.9","Passes",-276.523179084478,7536.16597302694,"asci_Wet_BFL_Mag_50_3_0.9_NATLow"
"83","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NATHigh",0.94,-101.368615411512,NA,"asci_Wet_BFL_Mag_50_3_0.9","Passes",-101.368615411512,7536.16597302694,"asci_Wet_BFL_Mag_50_3_0.9_NATHigh"
"84","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.9,3,"Yes","HB",0.87,-165.899529969486,NA,"asci_Wet_BFL_Mag_50_3_0.9","Passes",-165.899529969486,7536.16597302694,"asci_Wet_BFL_Mag_50_3_0.9_HB"
"85","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.9,3,"Yes","SB0",0.79,-239.648710491336,NA,"asci_Wet_BFL_Mag_50_3_0.9","Passes",-239.648710491336,7536.16597302694,"asci_Wet_BFL_Mag_50_3_0.9_SB0"
"86","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.9,3,"Yes","SB2",0.76,-267.304567630732,NA,"asci_Wet_BFL_Mag_50_3_0.9","Passes",-267.304567630732,7536.16597302694,"asci_Wet_BFL_Mag_50_3_0.9_SB2"
"87","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NAT",0.79,NA,NA,"csci_Wet_BFL_Mag_50_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_Wet_BFL_Mag_50_3_0.9_NAT"
"88","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NATMed",0.79,NA,NA,"csci_Wet_BFL_Mag_50_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_Wet_BFL_Mag_50_3_0.9_NATMed"
"89","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NATLow",0.63,NA,NA,"csci_Wet_BFL_Mag_50_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_Wet_BFL_Mag_50_3_0.9_NATLow"
"90","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.9,3,"Yes","NATHigh",0.92,NA,NA,"csci_Wet_BFL_Mag_50_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_Wet_BFL_Mag_50_3_0.9_NATHigh"
"91","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.9,3,"Yes","HB",0.67,NA,NA,"csci_Wet_BFL_Mag_50_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_Wet_BFL_Mag_50_3_0.9_HB"
"92","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.9,3,"Yes","SB0",0.78,NA,NA,"csci_Wet_BFL_Mag_50_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_Wet_BFL_Mag_50_3_0.9_SB0"
"93","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.9,3,"Yes","SB2",0.75,NA,NA,"csci_Wet_BFL_Mag_50_3_0.9","Above",-44933.6480255651,7536.16597302694,"csci_Wet_BFL_Mag_50_3_0.9_SB2"
"94","asci_Q99","asci","Q99",3,0.9,3,"Yes","NAT",0.86,-3203.48460085099,NA,"asci_Q99_3_0.9","Passes",-3203.48460085099,7536.16597302694,"asci_Q99_3_0.9_NAT"
"95","asci_Q99","asci","Q99",3,0.9,3,"Yes","NATMed",0.86,-3203.48460085099,NA,"asci_Q99_3_0.9","Passes",-3203.48460085099,7536.16597302694,"asci_Q99_3_0.9_NATMed"
"96","asci_Q99","asci","Q99",3,0.9,3,"Yes","NATLow",0.75,-5115.25926601374,NA,"asci_Q99_3_0.9","Passes",-5115.25926601374,7536.16597302694,"asci_Q99_3_0.9_NATLow"
"97","asci_Q99","asci","Q99",3,0.9,3,"Yes","NATHigh",0.94,-1875.48956816895,NA,"asci_Q99_3_0.9","Passes",-1875.48956816895,7536.16597302694,"asci_Q99_3_0.9_NATHigh"
"98","asci_Q99","asci","Q99",3,0.9,3,"Yes","HB",0.87,-3035.11954683229,NA,"asci_Q99_3_0.9","Passes",-3035.11954683229,7536.16597302694,"asci_Q99_3_0.9_HB"
"99","asci_Q99","asci","Q99",3,0.9,3,"Yes","SB0",0.79,-4406.03933897331,NA,"asci_Q99_3_0.9","Passes",-4406.03933897331,7536.16597302694,"asci_Q99_3_0.9_SB0"
"100","asci_Q99","asci","Q99",3,0.9,3,"Yes","SB2",0.76,-4936.26086607904,NA,"asci_Q99_3_0.9","Passes",-4936.26086607904,7536.16597302694,"asci_Q99_3_0.9_SB2"
"101","csci_Q99","csci","Q99",3,0.9,3,"Yes","NAT",0.79,-12920.642275522,NA,"csci_Q99_3_0.9","Passes",-12920.642275522,7536.16597302694,"csci_Q99_3_0.9_NAT"
"102","csci_Q99","csci","Q99",3,0.9,3,"Yes","NATMed",0.79,-12920.642275522,NA,"csci_Q99_3_0.9","Passes",-12920.642275522,7536.16597302694,"csci_Q99_3_0.9_NATMed"
"103","csci_Q99","csci","Q99",3,0.9,3,"Yes","NATLow",0.63,-23308.5135799822,NA,"csci_Q99_3_0.9","Passes",-23308.5135799822,7536.16597302694,"csci_Q99_3_0.9_NATLow"
"104","csci_Q99","csci","Q99",3,0.9,3,"Yes","NATHigh",0.92,-7363.35071444242,NA,"csci_Q99_3_0.9","Passes",-7363.35071444242,7536.16597302694,"csci_Q99_3_0.9_NATHigh"
"105","csci_Q99","csci","Q99",3,0.9,3,"Yes","HB",0.67,-19992.7998162726,NA,"csci_Q99_3_0.9","Passes",-19992.7998162726,7536.16597302694,"csci_Q99_3_0.9_HB"
"106","csci_Q99","csci","Q99",3,0.9,3,"Yes","SB0",0.78,-13409.7661205194,NA,"csci_Q99_3_0.9","Passes",-13409.7661205194,7536.16597302694,"csci_Q99_3_0.9_SB0"
"107","csci_Q99","csci","Q99",3,0.9,3,"Yes","SB2",0.75,-14962.3905343206,NA,"csci_Q99_3_0.9","Passes",-14962.3905343206,7536.16597302694,"csci_Q99_3_0.9_SB2"
"108","asci_Peak_10","asci","Peak_10",3,0.5,3,"Yes","NAT",0.86,NA,NA,"asci_Peak_10_3_0.5","Below",0,0,"asci_Peak_10_3_0.5_NAT"
"109","asci_Peak_10","asci","Peak_10",3,0.5,3,"Yes","NATMed",0.86,NA,NA,"asci_Peak_10_3_0.5","Below",0,0,"asci_Peak_10_3_0.5_NATMed"
"110","asci_Peak_10","asci","Peak_10",3,0.5,3,"Yes","NATLow",0.75,-671.481931713314,NA,"asci_Peak_10_3_0.5","Passes",-671.481931713314,7536.16597302694,"asci_Peak_10_3_0.5_NATLow"
"111","asci_Peak_10","asci","Peak_10",3,0.5,3,"Yes","NATHigh",0.94,NA,NA,"asci_Peak_10_3_0.5","Below",0,0,"asci_Peak_10_3_0.5_NATHigh"
"112","asci_Peak_10","asci","Peak_10",3,0.5,3,"Yes","HB",0.87,NA,NA,"asci_Peak_10_3_0.5","Below",0,0,"asci_Peak_10_3_0.5_HB"
"113","asci_Peak_10","asci","Peak_10",3,0.5,3,"Yes","SB0",0.79,NA,NA,"asci_Peak_10_3_0.5","Below",0,0,"asci_Peak_10_3_0.5_SB0"
"114","asci_Peak_10","asci","Peak_10",3,0.5,3,"Yes","SB2",0.76,-409.687869248843,NA,"asci_Peak_10_3_0.5","Passes",-409.687869248843,7536.16597302694,"asci_Peak_10_3_0.5_SB2"
"115","csci_Peak_10","csci","Peak_10",3,0.5,3,"Yes","NAT",0.79,-604.151169622289,NA,"csci_Peak_10_3_0.5","Passes",-604.151169622289,7536.16597302694,"csci_Peak_10_3_0.5_NAT"
"116","csci_Peak_10","csci","Peak_10",3,0.5,3,"Yes","NATMed",0.79,-604.151169622289,NA,"csci_Peak_10_3_0.5","Passes",-604.151169622289,7536.16597302694,"csci_Peak_10_3_0.5_NATMed"
"117","csci_Peak_10","csci","Peak_10",3,0.5,3,"Yes","NATLow",0.63,-3031.88678832996,NA,"csci_Peak_10_3_0.5","Passes",-3031.88678832996,7536.16597302694,"csci_Peak_10_3_0.5_NATLow"
