"","metric","Index","Hydro_endpoint","SmoothingFunc","Quantile","ChosenSmth","ModelstoUse","Threshold","BioThresh","Lower","Upper","MetricCurve","CurveStatus","Lower2","Upper2","MetricCurve2"
"118","csci_Peak_10","csci","Peak_10",3,0.5,3,"Yes","HB",0.67,-2387.15591766312,NA,"csci_Peak_10_3_0.5","Passes",-2387.15591766312,7536.16597302694,"csci_Peak_10_3_0.5_HB"
"119","csci_Peak_10","csci","Peak_10",3,0.5,3,"Yes","SB0",0.78,-748.09921708478,NA,"csci_Peak_10_3_0.5","Passes",-748.09921708478,7536.16597302694,"csci_Peak_10_3_0.5_SB0"
"120","csci_Peak_10","csci","Peak_10",3,0.5,3,"Yes","SB2",0.75,-1182.98145424566,NA,"csci_Peak_10_3_0.5","Passes",-1182.98145424566,7536.16597302694,"csci_Peak_10_3_0.5_SB2"
"121","asci_Peak_2","asci","Peak_2",3,0.5,3,"Yes","NAT",0.86,NA,NA,"asci_Peak_2_3_0.5","Below",0,0,"asci_Peak_2_3_0.5_NAT"
"122","asci_Peak_2","asci","Peak_2",3,0.5,3,"Yes","NATMed",0.86,NA,NA,"asci_Peak_2_3_0.5","Below",0,0,"asci_Peak_2_3_0.5_NATMed"
"123","asci_Peak_2","asci","Peak_2",3,0.5,3,"Yes","NATLow",0.75,-276.292982807188,NA,"asci_Peak_2_3_0.5","Passes",-276.292982807188,7536.16597302694,"asci_Peak_2_3_0.5_NATLow"
"124","asci_Peak_2","asci","Peak_2",3,0.5,3,"Yes","NATHigh",0.94,NA,NA,"asci_Peak_2_3_0.5","Below",0,0,"asci_Peak_2_3_0.5_NATHigh"
"125","asci_Peak_2","asci","Peak_2",3,0.5,3,"Yes","HB",0.87,NA,NA,"asci_Peak_2_3_0.5","Below",0,0,"asci_Peak_2_3_0.5_HB"
"126","asci_Peak_2","asci","Peak_2",3,0.5,3,"Yes","SB0",0.79,NA,NA,"asci_Peak_2_3_0.5","Below",0,0,"asci_Peak_2_3_0.5_SB0"
"127","asci_Peak_2","asci","Peak_2",3,0.5,3,"Yes","SB2",0.76,-176.228671014109,NA,"asci_Peak_2_3_0.5","Passes",-176.228671014109,7536.16597302694,"asci_Peak_2_3_0.5_SB2"
"128","csci_Peak_2","csci","Peak_2",3,0.5,3,"Yes","NAT",0.79,-507.174716150737,NA,"csci_Peak_2_3_0.5","Passes",-507.174716150737,7536.16597302694,"csci_Peak_2_3_0.5_NAT"
"129","csci_Peak_2","csci","Peak_2",3,0.5,3,"Yes","NATMed",0.79,-507.174716150737,NA,"csci_Peak_2_3_0.5","Passes",-507.174716150737,7536.16597302694,"csci_Peak_2_3_0.5_NATMed"
"130","csci_Peak_2","csci","Peak_2",3,0.5,3,"Yes","NATLow",0.63,-7698.22031024311,-1732.35773047899,"csci_Peak_2_3_0.5","Passes",-1732.35773047899,7536.16597302694,"csci_Peak_2_3_0.5_NATLow"
"131","csci_Peak_2","csci","Peak_2",3,0.5,3,"Yes","HB",0.67,-1389.0171021994,NA,"csci_Peak_2_3_0.5","Passes",-1389.0171021994,7536.16597302694,"csci_Peak_2_3_0.5_HB"
"132","csci_Peak_2","csci","Peak_2",3,0.5,3,"Yes","SB0",0.78,-575.74670416426,NA,"csci_Peak_2_3_0.5","Passes",-575.74670416426,7536.16597302694,"csci_Peak_2_3_0.5_SB0"
"133","csci_Peak_2","csci","Peak_2",3,0.5,3,"Yes","SB2",0.75,-785.353965689884,NA,"csci_Peak_2_3_0.5","Passes",-785.353965689884,7536.16597302694,"csci_Peak_2_3_0.5_SB2"
"134","asci_Peak_5","asci","Peak_5",3,0.5,3,"Yes","NAT",0.86,NA,NA,"asci_Peak_5_3_0.5","Below",0,0,"asci_Peak_5_3_0.5_NAT"
"135","asci_Peak_5","asci","Peak_5",3,0.5,3,"Yes","NATMed",0.86,NA,NA,"asci_Peak_5_3_0.5","Below",0,0,"asci_Peak_5_3_0.5_NATMed"
"136","asci_Peak_5","asci","Peak_5",3,0.5,3,"Yes","NATLow",0.75,NA,NA,"asci_Peak_5_3_0.5","Below",0,0,"asci_Peak_5_3_0.5_NATLow"
"137","asci_Peak_5","asci","Peak_5",3,0.5,3,"Yes","NATHigh",0.94,NA,NA,"asci_Peak_5_3_0.5","Below",0,0,"asci_Peak_5_3_0.5_NATHigh"
"138","asci_Peak_5","asci","Peak_5",3,0.5,3,"Yes","HB",0.87,NA,NA,"asci_Peak_5_3_0.5","Below",0,0,"asci_Peak_5_3_0.5_HB"
"139","asci_Peak_5","asci","Peak_5",3,0.5,3,"Yes","SB0",0.79,NA,NA,"asci_Peak_5_3_0.5","Below",0,0,"asci_Peak_5_3_0.5_SB0"
"140","asci_Peak_5","asci","Peak_5",3,0.5,3,"Yes","SB2",0.76,NA,NA,"asci_Peak_5_3_0.5","Below",0,0,"asci_Peak_5_3_0.5_SB2"
"141","csci_Peak_5","csci","Peak_5",3,0.5,3,"Yes","NAT",0.79,-522.161917333137,NA,"csci_Peak_5_3_0.5","Passes",-522.161917333137,7536.16597302694,"csci_Peak_5_3_0.5_NAT"
"142","csci_Peak_5","csci","Peak_5",3,0.5,3,"Yes","NATMed",0.79,-522.161917333137,NA,"csci_Peak_5_3_0.5","Passes",-522.161917333137,7536.16597302694,"csci_Peak_5_3_0.5_NATMed"
"143","csci_Peak_5","csci","Peak_5",3,0.5,3,"Yes","NATLow",0.63,-18479.3742436139,-2719.66135767621,"csci_Peak_5_3_0.5","Passes",-2719.66135767621,7536.16597302694,"csci_Peak_5_3_0.5_NATLow"
"144","csci_Peak_5","csci","Peak_5",3,0.5,3,"Yes","HB",0.67,-2132.97203804682,NA,"csci_Peak_5_3_0.5","Passes",-2132.97203804682,7536.16597302694,"csci_Peak_5_3_0.5_HB"
"145","csci_Peak_5","csci","Peak_5",3,0.5,3,"Yes","SB0",0.78,-651.701834010838,NA,"csci_Peak_5_3_0.5","Passes",-651.701834010838,7536.16597302694,"csci_Peak_5_3_0.5_SB0"
"146","csci_Peak_5","csci","Peak_5",3,0.5,3,"Yes","SB2",0.75,-1043.53162267561,NA,"csci_Peak_5_3_0.5","Passes",-1043.53162267561,7536.16597302694,"csci_Peak_5_3_0.5_SB2"
"147","csci_SP_Mag","csci","SP_Mag",3,0.5,3,"Yes","NAT",0.79,-85.0889882785975,906.367884354706,"csci_SP_Mag_3_0.5","Passes",-85.0889882785975,906.367884354706,"csci_SP_Mag_3_0.5_NAT"
"148","csci_SP_Mag","csci","SP_Mag",3,0.5,3,"Yes","NATMed",0.79,-85.0889882785975,906.367884354706,"csci_SP_Mag_3_0.5","Passes",-85.0889882785975,906.367884354706,"csci_SP_Mag_3_0.5_NATMed"
"149","csci_SP_Mag","csci","SP_Mag",3,0.5,3,"Yes","HB",0.67,-893.000739299055,NA,"csci_SP_Mag_3_0.5","Passes",-893.000739299055,7536.16597302694,"csci_SP_Mag_3_0.5_HB"
"150","csci_SP_Mag","csci","SP_Mag",3,0.5,3,"Yes","SB0",0.78,-178.459192253442,1014.99901266217,"csci_SP_Mag_3_0.5","Passes",-178.459192253442,1014.99901266217,"csci_SP_Mag_3_0.5_SB0"
"151","csci_SP_Mag","csci","SP_Mag",3,0.5,3,"Yes","SB2",0.75,-407.371367556934,1286.74594645141,"csci_SP_Mag_3_0.5","Passes",-407.371367556934,1286.74594645141,"csci_SP_Mag_3_0.5_SB2"
"152","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NAT",0.86,NA,NA,"asci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_10_3_0.5_NAT"
"153","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NATMed",0.86,NA,NA,"asci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_10_3_0.5_NATMed"
"154","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NATLow",0.75,NA,NA,"asci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_10_3_0.5_NATLow"
"155","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NATHigh",0.94,NA,NA,"asci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_10_3_0.5_NATHigh"
"156","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.5,3,"Yes","HB",0.87,NA,NA,"asci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_10_3_0.5_HB"
"157","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.5,3,"Yes","SB0",0.79,NA,NA,"asci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_10_3_0.5_SB0"
"158","asci_Wet_BFL_Mag_10","asci","Wet_BFL_Mag_10",3,0.5,3,"Yes","SB2",0.76,NA,NA,"asci_Wet_BFL_Mag_10_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_10_3_0.5_SB2"
"159","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NAT",0.79,-29.1331007810604,11.136480022762,"csci_Wet_BFL_Mag_10_3_0.5","Passes",-29.1331007810604,11.136480022762,"csci_Wet_BFL_Mag_10_3_0.5_NAT"
"160","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NATMed",0.79,-29.1331007810604,11.136480022762,"csci_Wet_BFL_Mag_10_3_0.5","Passes",-29.1331007810604,11.136480022762,"csci_Wet_BFL_Mag_10_3_0.5_NATMed"
"161","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.5,3,"Yes","NATLow",0.63,-62.7089405542495,43.9703728410797,"csci_Wet_BFL_Mag_10_3_0.5","Passes",-62.7089405542495,43.9703728410797,"csci_Wet_BFL_Mag_10_3_0.5_NATLow"
"162","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.5,3,"Yes","HB",0.67,-55.8869328210402,37.1917300212997,"csci_Wet_BFL_Mag_10_3_0.5","Passes",-55.8869328210402,37.1917300212997,"csci_Wet_BFL_Mag_10_3_0.5_HB"
"163","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.5,3,"Yes","SB0",0.78,-32.2191788168451,14.085183945814,"csci_Wet_BFL_Mag_10_3_0.5","Passes",-32.2191788168451,14.085183945814,"csci_Wet_BFL_Mag_10_3_0.5_SB0"
"164","csci_Wet_BFL_Mag_10","csci","Wet_BFL_Mag_10",3,0.5,3,"Yes","SB2",0.75,-39.9605406604096,21.5482321471017,"csci_Wet_BFL_Mag_10_3_0.5","Passes",-39.9605406604096,21.5482321471017,"csci_Wet_BFL_Mag_10_3_0.5_SB2"
"165","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NAT",0.86,NA,NA,"asci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_50_3_0.5_NAT"
"166","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NATMed",0.86,NA,NA,"asci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_50_3_0.5_NATMed"
"167","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NATLow",0.75,NA,NA,"asci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_50_3_0.5_NATLow"
"168","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NATHigh",0.94,NA,NA,"asci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_50_3_0.5_NATHigh"
"169","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.5,3,"Yes","HB",0.87,NA,NA,"asci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_50_3_0.5_HB"
"170","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.5,3,"Yes","SB0",0.79,NA,NA,"asci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_50_3_0.5_SB0"
"171","asci_Wet_BFL_Mag_50","asci","Wet_BFL_Mag_50",3,0.5,3,"Yes","SB2",0.76,NA,NA,"asci_Wet_BFL_Mag_50_3_0.5","Below",0,0,"asci_Wet_BFL_Mag_50_3_0.5_SB2"
"172","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NAT",0.79,-181.535657295425,25.7022488604127,"csci_Wet_BFL_Mag_50_3_0.5","Passes",-181.535657295425,25.7022488604127,"csci_Wet_BFL_Mag_50_3_0.5_NAT"
"173","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NATMed",0.79,-181.535657295425,25.7022488604127,"csci_Wet_BFL_Mag_50_3_0.5","Passes",-181.535657295425,25.7022488604127,"csci_Wet_BFL_Mag_50_3_0.5_NATMed"
"174","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.5,3,"Yes","NATLow",0.63,-314.770793309162,144.916105863729,"csci_Wet_BFL_Mag_50_3_0.5","Passes",-314.770793309162,144.916105863729,"csci_Wet_BFL_Mag_50_3_0.5_NATLow"
"175","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.5,3,"Yes","HB",0.67,-285.910489097753,118.669458581244,"csci_Wet_BFL_Mag_50_3_0.5","Passes",-285.910489097753,118.669458581244,"csci_Wet_BFL_Mag_50_3_0.5_HB"
"176","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.5,3,"Yes","SB0",0.78,-192.441323093346,35.284976461759,"csci_Wet_BFL_Mag_50_3_0.5","Passes",-192.441323093346,35.284976461759,"csci_Wet_BFL_Mag_50_3_0.5_SB0"
"177","csci_Wet_BFL_Mag_50","csci","Wet_BFL_Mag_50",3,0.5,3,"Yes","SB2",0.75,-221.522119713346,60.9480856542333,"csci_Wet_BFL_Mag_50_3_0.5","Passes",-221.522119713346,60.9480856542333,"csci_Wet_BFL_Mag_50_3_0.5_SB2"
"178","asci_Q99","asci","Q99",3,0.5,3,"Yes","NAT",0.86,NA,NA,"asci_Q99_3_0.5","Below",0,0,"asci_Q99_3_0.5_NAT"
"179","asci_Q99","asci","Q99",3,0.5,3,"Yes","NATMed",0.86,NA,NA,"asci_Q99_3_0.5","Below",0,0,"asci_Q99_3_0.5_NATMed"
"180","asci_Q99","asci","Q99",3,0.5,3,"Yes","NATLow",0.75,NA,NA,"asci_Q99_3_0.5","Below",0,0,"asci_Q99_3_0.5_NATLow"
"181","asci_Q99","asci","Q99",3,0.5,3,"Yes","NATHigh",0.94,NA,NA,"asci_Q99_3_0.5","Below",0,0,"asci_Q99_3_0.5_NATHigh"
"182","asci_Q99","asci","Q99",3,0.5,3,"Yes","HB",0.87,NA,NA,"asci_Q99_3_0.5","Below",0,0,"asci_Q99_3_0.5_HB"
"183","asci_Q99","asci","Q99",3,0.5,3,"Yes","SB0",0.79,NA,NA,"asci_Q99_3_0.5","Below",0,0,"asci_Q99_3_0.5_SB0"
"184","asci_Q99","asci","Q99",3,0.5,3,"Yes","SB2",0.76,NA,NA,"asci_Q99_3_0.5","Below",0,0,"asci_Q99_3_0.5_SB2"
"185","csci_Q99","csci","Q99",3,0.5,3,"Yes","NAT",0.79,-472.119510126448,NA,"csci_Q99_3_0.5","Passes",-472.119510126448,7536.16597302694,"csci_Q99_3_0.5_NAT"
"186","csci_Q99","csci","Q99",3,0.5,3,"Yes","NATMed",0.79,-472.119510126448,NA,"csci_Q99_3_0.5","Passes",-472.119510126448,7536.16597302694,"csci_Q99_3_0.5_NATMed"
"187","csci_Q99","csci","Q99",3,0.5,3,"Yes","NATLow",0.63,-4048.7076054482,NA,"csci_Q99_3_0.5","Passes",-4048.7076054482,7536.16597302694,"csci_Q99_3_0.5_NATLow"
"188","csci_Q99","csci","Q99",3,0.5,3,"Yes","HB",0.67,-3126.29142098715,NA,"csci_Q99_3_0.5","Passes",-3126.29142098715,7536.16597302694,"csci_Q99_3_0.5_HB"
"189","csci_Q99","csci","Q99",3,0.5,3,"Yes","SB0",0.78,-689.641945060911,NA,"csci_Q99_3_0.5","Passes",-689.641945060911,7536.16597302694,"csci_Q99_3_0.5_SB0"
"190","csci_Q99","csci","Q99",3,0.5,3,"Yes","SB2",0.75,-1344.56372650501,NA,"csci_Q99_3_0.5","Passes",-1344.56372650501,7536.16597302694,"csci_Q99_3_0.5_SB2"
"191","asci_DS_Mag_50","asci","DS_Mag_50",6,0.9,6,"Yes","NAT",0.86,NA,NA,"asci_DS_Mag_50_6_0.9","Passes",-44933.6480255651,67.4657715333869,"asci_DS_Mag_50_6_0.9_NAT"
"192","asci_DS_Mag_50","asci","DS_Mag_50",6,0.9,6,"Yes","NATMed",0.86,NA,NA,"asci_DS_Mag_50_6_0.9","Passes",-44933.6480255651,67.4657715333869,"asci_DS_Mag_50_6_0.9_NATMed"
"193","asci_DS_Mag_50","asci","DS_Mag_50",6,0.9,6,"Yes","NATHigh",0.94,NA,NA,"asci_DS_Mag_50_6_0.9","Passes",-44933.6480255651,20.1863276376923,"asci_DS_Mag_50_6_0.9_NATHigh"
"194","asci_DS_Mag_50","asci","DS_Mag_50",6,0.9,6,"Yes","HB",0.87,NA,NA,"asci_DS_Mag_50_6_0.9","Passes",-44933.6480255651,62.0024952640354,"asci_DS_Mag_50_6_0.9_HB"
"195","asci_DS_Mag_50","asci","DS_Mag_50",6,0.9,6,"Yes","SB0",0.79,NA,NA,"asci_DS_Mag_50_6_0.9","Passes",-44933.6480255651,92.222013829016,"asci_DS_Mag_50_6_0.9_SB0"
"196","csci_DS_Mag_50","csci","DS_Mag_50",6,0.9,6,"Yes","NAT",0.79,-21.4166237649127,16.9871881176214,"csci_DS_Mag_50_6_0.9","Passes",-21.4166237649127,16.9871881176214,"csci_DS_Mag_50_6_0.9_NAT"
"197","csci_DS_Mag_50","csci","DS_Mag_50",6,0.9,6,"Yes","NATMed",0.79,-21.4166237649127,16.9871881176214,"csci_DS_Mag_50_6_0.9","Passes",-21.4166237649127,16.9871881176214,"csci_DS_Mag_50_6_0.9_NATMed"
"198","csci_DS_Mag_50","csci","DS_Mag_50",6,0.9,6,"Yes","NATLow",0.63,-25.6337990235222,58.8433797435415,"csci_DS_Mag_50_6_0.9","Passes",-25.6337990235222,58.8433797435415,"csci_DS_Mag_50_6_0.9_NATLow"
"199","csci_DS_Mag_50","csci","DS_Mag_50",6,0.9,6,"Yes","NATHigh",0.92,-17.731154945339,10.8993026308206,"csci_DS_Mag_50_6_0.9","Passes",-17.731154945339,10.8993026308206,"csci_DS_Mag_50_6_0.9_NATHigh"
"200","csci_DS_Mag_50","csci","DS_Mag_50",6,0.9,6,"Yes","HB",0.67,-24.5960297881815,27.6541325445076,"csci_DS_Mag_50_6_0.9","Passes",-24.5960297881815,27.6541325445076,"csci_DS_Mag_50_6_0.9_HB"
"201","csci_DS_Mag_50","csci","DS_Mag_50",6,0.9,6,"Yes","SB0",0.78,-21.6872780171238,17.5692327349911,"csci_DS_Mag_50_6_0.9","Passes",-21.6872780171238,17.5692327349911,"csci_DS_Mag_50_6_0.9_SB0"
"202","csci_DS_Mag_50","csci","DS_Mag_50",6,0.9,6,"Yes","SB2",0.75,-22.4917974684584,19.4958194854519,"csci_DS_Mag_50_6_0.9","Passes",-22.4917974684584,19.4958194854519,"csci_DS_Mag_50_6_0.9_SB2"
"203","asci_FA_Mag","asci","FA_Mag",6,0.9,6,"Yes","NAT",0.86,-206.297281268249,738.452547754484,"asci_FA_Mag_6_0.9","Passes",-206.297281268249,738.452547754484,"asci_FA_Mag_6_0.9_NAT"
"204","asci_FA_Mag","asci","FA_Mag",6,0.9,6,"Yes","NATMed",0.86,-206.297281268249,738.452547754484,"asci_FA_Mag_6_0.9","Passes",-206.297281268249,738.452547754484,"asci_FA_Mag_6_0.9_NATMed"
"205","asci_FA_Mag","asci","FA_Mag",6,0.9,6,"Yes","NATHigh",0.94,-141.811311281539,343.750612304962,"asci_FA_Mag_6_0.9","Passes",-141.811311281539,343.750612304962,"asci_FA_Mag_6_0.9_NATHigh"
"206","asci_FA_Mag","asci","FA_Mag",6,0.9,6,"Yes","HB",0.87,-198.513089006315,711.816026652236,"asci_FA_Mag_6_0.9","Passes",-198.513089006315,711.816026652236,"asci_FA_Mag_6_0.9_HB"
"207","asci_FA_Mag","asci","FA_Mag",6,0.9,6,"Yes","SB0",0.79,NA,NA,"asci_FA_Mag_6_0.9","Passes",-44933.6480255651,871.711850506288,"asci_FA_Mag_6_0.9_SB0"
"208","asci_FA_Mag","asci","FA_Mag",6,0.9,6,"Yes","SB2",0.76,NA,NA,"asci_FA_Mag_6_0.9","Passes",-44933.6480255651,919.802507707848,"asci_FA_Mag_6_0.9_SB2"
"209","csci_FA_Mag","csci","FA_Mag",6,0.9,6,"Yes","NAT",0.79,NA,NA,"csci_FA_Mag_6_0.9","Passes",-44933.6480255651,219.60239141418,"csci_FA_Mag_6_0.9_NAT"
"210","csci_FA_Mag","csci","FA_Mag",6,0.9,6,"Yes","NATMed",0.79,NA,NA,"csci_FA_Mag_6_0.9","Passes",-44933.6480255651,219.60239141418,"csci_FA_Mag_6_0.9_NATMed"
"211","csci_FA_Mag","csci","FA_Mag",6,0.9,6,"Yes","NATLow",0.63,NA,NA,"csci_FA_Mag_6_0.9","Passes",-44933.6480255651,296.390201804501,"csci_FA_Mag_6_0.9_NATLow"
"212","csci_FA_Mag","csci","FA_Mag",6,0.9,6,"Yes","NATHigh",0.92,-181.043452368979,162.93261487478,"csci_FA_Mag_6_0.9","Passes",-181.043452368979,162.93261487478,"csci_FA_Mag_6_0.9_NATHigh"
"213","csci_FA_Mag","csci","FA_Mag",6,0.9,6,"Yes","HB",0.67,NA,NA,"csci_FA_Mag_6_0.9","Passes",-44933.6480255651,275.387669984657,"csci_FA_Mag_6_0.9_HB"
"214","csci_FA_Mag","csci","FA_Mag",6,0.9,6,"Yes","SB0",0.78,NA,NA,"csci_FA_Mag_6_0.9","Passes",-44933.6480255651,224.013373785998,"csci_FA_Mag_6_0.9_SB0"
"215","csci_FA_Mag","csci","FA_Mag",6,0.9,6,"Yes","SB2",0.75,NA,NA,"csci_FA_Mag_6_0.9","Passes",-44933.6480255651,237.431733291813,"csci_FA_Mag_6_0.9_SB2"
"216","asci_SP_Mag","asci","SP_Mag",6,0.9,6,"Yes","NAT",0.86,-786.28569818067,NA,"asci_SP_Mag_6_0.9","Passes",-786.28569818067,7536.16597302694,"asci_SP_Mag_6_0.9_NAT"
"217","asci_SP_Mag","asci","SP_Mag",6,0.9,6,"Yes","NATMed",0.86,-786.28569818067,NA,"asci_SP_Mag_6_0.9","Passes",-786.28569818067,7536.16597302694,"asci_SP_Mag_6_0.9_NATMed"
"218","asci_SP_Mag","asci","SP_Mag",6,0.9,6,"Yes","NATHigh",0.94,-453.375071838606,NA,"asci_SP_Mag_6_0.9","Passes",-453.375071838606,7536.16597302694,"asci_SP_Mag_6_0.9_NATHigh"
"219","asci_SP_Mag","asci","SP_Mag",6,0.9,6,"Yes","HB",0.87,-745.718545513859,NA,"asci_SP_Mag_6_0.9","Passes",-745.718545513859,7536.16597302694,"asci_SP_Mag_6_0.9_HB"
"220","asci_DS_Mag_50","asci","DS_Mag_50",6,0.5,6,"Yes","NAT",0.86,NA,NA,"asci_DS_Mag_50_6_0.5","Below",0,0,"asci_DS_Mag_50_6_0.5_NAT"
"221","asci_DS_Mag_50","asci","DS_Mag_50",6,0.5,6,"Yes","NATMed",0.86,NA,NA,"asci_DS_Mag_50_6_0.5","Below",0,0,"asci_DS_Mag_50_6_0.5_NATMed"
"222","asci_DS_Mag_50","asci","DS_Mag_50",6,0.5,6,"Yes","NATLow",0.75,-2.79369647567279,NA,"asci_DS_Mag_50_6_0.5","Passes",-2.79369647567279,7536.16597302694,"asci_DS_Mag_50_6_0.5_NATLow"
"223","asci_DS_Mag_50","asci","DS_Mag_50",6,0.5,6,"Yes","NATHigh",0.94,NA,NA,"asci_DS_Mag_50_6_0.5","Below",0,0,"asci_DS_Mag_50_6_0.5_NATHigh"
"224","asci_DS_Mag_50","asci","DS_Mag_50",6,0.5,6,"Yes","HB",0.87,NA,NA,"asci_DS_Mag_50_6_0.5","Below",0,0,"asci_DS_Mag_50_6_0.5_HB"
"225","asci_DS_Mag_50","asci","DS_Mag_50",6,0.5,6,"Yes","SB0",0.79,-19.0611594953611,NA,"asci_DS_Mag_50_6_0.5","Passes",-19.0611594953611,7536.16597302694,"asci_DS_Mag_50_6_0.5_SB0"
"226","asci_DS_Mag_50","asci","DS_Mag_50",6,0.5,6,"Yes","SB2",0.76,-6.30214863558164,NA,"asci_DS_Mag_50_6_0.5","Passes",-6.30214863558164,7536.16597302694,"asci_DS_Mag_50_6_0.5_SB2"
"227","csci_DS_Mag_50","csci","DS_Mag_50",6,0.5,6,"Yes","NAT",0.79,-12.2624860951032,5.13928450223543,"csci_DS_Mag_50_6_0.5","Passes",-12.2624860951032,5.13928450223543,"csci_DS_Mag_50_6_0.5_NAT"
"228","csci_DS_Mag_50","csci","DS_Mag_50",6,0.5,6,"Yes","NATMed",0.79,-12.2624860951032,5.13928450223543,"csci_DS_Mag_50_6_0.5","Passes",-12.2624860951032,5.13928450223543,"csci_DS_Mag_50_6_0.5_NATMed"
"229","csci_DS_Mag_50","csci","DS_Mag_50",6,0.5,6,"Yes","NATLow",0.63,-17.5739099438644,11.80660705966,"csci_DS_Mag_50_6_0.5","Passes",-17.5739099438644,11.80660705966,"csci_DS_Mag_50_6_0.5_NATLow"
"230","csci_DS_Mag_50","csci","DS_Mag_50",6,0.5,6,"Yes","HB",0.67,-16.3840619341569,10.0614315449683,"csci_DS_Mag_50_6_0.5","Passes",-16.3840619341569,10.0614315449683,"csci_DS_Mag_50_6_0.5_HB"
"231","csci_DS_Mag_50","csci","DS_Mag_50",6,0.5,6,"Yes","SB0",0.78,-12.6559726712034,5.56087606703687,"csci_DS_Mag_50_6_0.5","Passes",-12.6559726712034,5.56087606703687,"csci_DS_Mag_50_6_0.5_SB0"
"232","csci_DS_Mag_50","csci","DS_Mag_50",6,0.5,6,"Yes","SB2",0.75,-13.7661222541683,6.79385255648101,"csci_DS_Mag_50_6_0.5","Passes",-13.7661222541683,6.79385255648101,"csci_DS_Mag_50_6_0.5_SB2"
"233","asci_FA_Mag","asci","FA_Mag",6,0.5,6,"Yes","NAT",0.86,NA,NA,"asci_FA_Mag_6_0.5","Below",0,0,"asci_FA_Mag_6_0.5_NAT"
"234","asci_FA_Mag","asci","FA_Mag",6,0.5,6,"Yes","NATMed",0.86,NA,NA,"asci_FA_Mag_6_0.5","Below",0,0,"asci_FA_Mag_6_0.5_NATMed"
"235","asci_FA_Mag","asci","FA_Mag",6,0.5,6,"Yes","NATLow",0.75,NA,NA,"asci_FA_Mag_6_0.5","Below",0,0,"asci_FA_Mag_6_0.5_NATLow"
"236","asci_FA_Mag","asci","FA_Mag",6,0.5,6,"Yes","NATHigh",0.94,NA,NA,"asci_FA_Mag_6_0.5","Below",0,0,"asci_FA_Mag_6_0.5_NATHigh"
"237","asci_FA_Mag","asci","FA_Mag",6,0.5,6,"Yes","HB",0.87,NA,NA,"asci_FA_Mag_6_0.5","Below",0,0,"asci_FA_Mag_6_0.5_HB"
