"","Index","Hydro_endpoint","Flow.Metric.Name","Threshold","Result","SmoothingFunc","n","PercChans"
"23","asci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",6,76,11.2094395280236
"24","asci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",9,77,11.3569321533923
"25","asci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",12,72,10.6194690265487
"26","asci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",15,117,17.2566371681416
"27","asci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",18,117,17.2566371681416
"28","asci","DS_Mag_50","Dry-season median baseflow","NATLow","BothImpact",20,117,17.2566371681416
"29","asci","DS_Mag_50","Dry-season median baseflow","SB0","HydroImpact",6,1,16.6666666666667
"30","asci","DS_Mag_50","Dry-season median baseflow","SB0","HydroImpact",9,1,16.6666666666667
"31","asci","DS_Mag_50","Dry-season median baseflow","SB0","HydroImpact",12,1,16.6666666666667
"32","asci","DS_Mag_50","Dry-season median baseflow","SB0","HydroImpact",15,1,16.6666666666667
"33","asci","DS_Mag_50","Dry-season median baseflow","SB0","HydroImpact",18,1,16.6666666666667
"34","asci","DS_Mag_50","Dry-season median baseflow","SB0","HydroImpact",20,1,16.6666666666667
"35","asci","DS_Mag_50","Dry-season median baseflow","SB0","BothImpact",6,3,16.6666666666667
"36","asci","DS_Mag_50","Dry-season median baseflow","SB0","BothImpact",9,3,16.6666666666667
"37","asci","DS_Mag_50","Dry-season median baseflow","SB0","BothImpact",12,3,16.6666666666667
"38","asci","DS_Mag_50","Dry-season median baseflow","SB0","BothImpact",15,3,16.6666666666667
"39","asci","DS_Mag_50","Dry-season median baseflow","SB0","BothImpact",18,3,16.6666666666667
"40","asci","DS_Mag_50","Dry-season median baseflow","SB0","BothImpact",20,3,16.6666666666667
"41","asci","DS_Mag_50","Dry-season median baseflow","SB2","BioImpact",6,5,17.2413793103448
"42","asci","DS_Mag_50","Dry-season median baseflow","SB2","BioImpact",9,8,27.5862068965517
"43","asci","DS_Mag_50","Dry-season median baseflow","SB2","BioImpact",12,8,27.5862068965517
"44","asci","DS_Mag_50","Dry-season median baseflow","SB2","BioImpact",15,8,27.5862068965517
"45","asci","DS_Mag_50","Dry-season median baseflow","SB2","HydroImpact",3,1,14.2857142857143
"46","asci","DS_Mag_50","Dry-season median baseflow","SB2","HydroImpact",6,1,14.2857142857143
"47","asci","DS_Mag_50","Dry-season median baseflow","SB2","HydroImpact",9,1,14.2857142857143
"48","asci","DS_Mag_50","Dry-season median baseflow","SB2","HydroImpact",12,1,14.2857142857143
"49","asci","DS_Mag_50","Dry-season median baseflow","SB2","HydroImpact",15,1,14.2857142857143
"50","asci","DS_Mag_50","Dry-season median baseflow","SB2","HydroImpact",18,1,14.2857142857143
"51","asci","DS_Mag_50","Dry-season median baseflow","SB2","HydroImpact",20,1,14.2857142857143
"52","asci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",3,22,17.6
"53","asci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",6,17,13.6
"54","asci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",9,14,11.2
"55","asci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",12,14,11.2
"56","asci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",15,14,11.2
"57","asci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",18,22,17.6
"58","asci","DS_Mag_50","Dry-season median baseflow","SB2","BothImpact",20,22,17.6
"59","asci","FA_Mag","Fall pulse magnitude","HB","HydroImpact",18,3,50
"60","asci","FA_Mag","Fall pulse magnitude","HB","HydroImpact",20,3,50
"61","asci","FA_Mag","Fall pulse magnitude","HB","BothImpact",18,26,50
"62","asci","FA_Mag","Fall pulse magnitude","HB","BothImpact",20,26,50
"63","asci","FA_Mag","Fall pulse magnitude","NAT","NoImpact",18,1,50
"64","asci","FA_Mag","Fall pulse magnitude","NAT","NoImpact",20,1,50
"65","asci","FA_Mag","Fall pulse magnitude","NAT","HydroImpact",18,42,50
"66","asci","FA_Mag","Fall pulse magnitude","NAT","HydroImpact",20,42,50
"67","asci","FA_Mag","Fall pulse magnitude","NAT","BothImpact",18,63,50
"68","asci","FA_Mag","Fall pulse magnitude","NAT","BothImpact",20,63,50
"69","asci","FA_Mag","Fall pulse magnitude","NATHigh","NoImpact",20,1,100
"70","asci","FA_Mag","Fall pulse magnitude","NATHigh","HydroImpact",20,40,100
"71","asci","FA_Mag","Fall pulse magnitude","NATHigh","BothImpact",20,182,100
"72","asci","FA_Mag","Fall pulse magnitude","NATLow","NoImpact",9,38,19.1919191919192
"73","asci","FA_Mag","Fall pulse magnitude","NATLow","NoImpact",12,58,29.2929292929293
"74","asci","FA_Mag","Fall pulse magnitude","NATLow","NoImpact",15,54,27.2727272727273
"75","asci","FA_Mag","Fall pulse magnitude","NATLow","NoImpact",18,43,21.7171717171717
"76","asci","FA_Mag","Fall pulse magnitude","NATLow","NoImpact",20,5,2.52525252525253
"77","asci","FA_Mag","Fall pulse magnitude","NATLow","BioImpact",9,35,22.2929936305732
"78","asci","FA_Mag","Fall pulse magnitude","NATLow","BioImpact",12,43,27.3885350318471
"79","asci","FA_Mag","Fall pulse magnitude","NATLow","BioImpact",15,42,26.7515923566879
"80","asci","FA_Mag","Fall pulse magnitude","NATLow","BioImpact",18,33,21.0191082802548
"81","asci","FA_Mag","Fall pulse magnitude","NATLow","BioImpact",20,4,2.54777070063694
"82","asci","FA_Mag","Fall pulse magnitude","NATLow","HydroImpact",9,67,20.4892966360856
"83","asci","FA_Mag","Fall pulse magnitude","NATLow","HydroImpact",12,47,14.3730886850153
"84","asci","FA_Mag","Fall pulse magnitude","NATLow","HydroImpact",15,51,15.5963302752294
"85","asci","FA_Mag","Fall pulse magnitude","NATLow","HydroImpact",18,62,18.960244648318
"86","asci","FA_Mag","Fall pulse magnitude","NATLow","HydroImpact",20,100,30.5810397553517
"87","asci","FA_Mag","Fall pulse magnitude","NATLow","BothImpact",9,83,19.1685912240185
"88","asci","FA_Mag","Fall pulse magnitude","NATLow","BothImpact",12,75,17.3210161662818
"89","asci","FA_Mag","Fall pulse magnitude","NATLow","BothImpact",15,76,17.5519630484988
"90","asci","FA_Mag","Fall pulse magnitude","NATLow","BothImpact",18,85,19.6304849884527
"91","asci","FA_Mag","Fall pulse magnitude","NATLow","BothImpact",20,114,26.3279445727483
"92","asci","FA_Mag","Fall pulse magnitude","NATMed","NoImpact",18,1,50
"93","asci","FA_Mag","Fall pulse magnitude","NATMed","NoImpact",20,1,50
"94","asci","FA_Mag","Fall pulse magnitude","NATMed","HydroImpact",18,65,50
"95","asci","FA_Mag","Fall pulse magnitude","NATMed","HydroImpact",20,65,50
"96","asci","FA_Mag","Fall pulse magnitude","NATMed","BothImpact",18,157,50
"97","asci","FA_Mag","Fall pulse magnitude","NATMed","BothImpact",20,157,50
"98","asci","FA_Mag","Fall pulse magnitude","SB0","HydroImpact",15,1,33.3333333333333
"99","asci","FA_Mag","Fall pulse magnitude","SB0","HydroImpact",18,1,33.3333333333333
"100","asci","FA_Mag","Fall pulse magnitude","SB0","HydroImpact",20,1,33.3333333333333
"101","asci","FA_Mag","Fall pulse magnitude","SB0","BothImpact",15,3,33.3333333333333
"102","asci","FA_Mag","Fall pulse magnitude","SB0","BothImpact",18,3,33.3333333333333
"103","asci","FA_Mag","Fall pulse magnitude","SB0","BothImpact",20,3,33.3333333333333
"104","asci","FA_Mag","Fall pulse magnitude","SB2","BioImpact",12,5,62.5
"105","asci","FA_Mag","Fall pulse magnitude","SB2","BioImpact",15,1,12.5
"106","asci","FA_Mag","Fall pulse magnitude","SB2","BioImpact",18,1,12.5
"107","asci","FA_Mag","Fall pulse magnitude","SB2","BioImpact",20,1,12.5
"108","asci","FA_Mag","Fall pulse magnitude","SB2","HydroImpact",12,1,25
"109","asci","FA_Mag","Fall pulse magnitude","SB2","HydroImpact",15,1,25
"110","asci","FA_Mag","Fall pulse magnitude","SB2","HydroImpact",18,1,25
"111","asci","FA_Mag","Fall pulse magnitude","SB2","HydroImpact",20,1,25
"112","asci","FA_Mag","Fall pulse magnitude","SB2","BothImpact",12,17,21.25
"113","asci","FA_Mag","Fall pulse magnitude","SB2","BothImpact",15,21,26.25
"114","asci","FA_Mag","Fall pulse magnitude","SB2","BothImpact",18,21,26.25
"115","asci","FA_Mag","Fall pulse magnitude","SB2","BothImpact",20,21,26.25
"116","asci","Peak_10","10-year flood magnitude","HB","HydroImpact",3,3,14.2857142857143
"117","asci","Peak_10","10-year flood magnitude","HB","HydroImpact",6,3,14.2857142857143
"118","asci","Peak_10","10-year flood magnitude","HB","HydroImpact",9,3,14.2857142857143
"119","asci","Peak_10","10-year flood magnitude","HB","HydroImpact",12,3,14.2857142857143
"120","asci","Peak_10","10-year flood magnitude","HB","HydroImpact",15,3,14.2857142857143
"121","asci","Peak_10","10-year flood magnitude","HB","HydroImpact",18,3,14.2857142857143
"122","asci","Peak_10","10-year flood magnitude","HB","HydroImpact",20,3,14.2857142857143
"123","asci","Peak_10","10-year flood magnitude","HB","BothImpact",3,26,14.2857142857143
"124","asci","Peak_10","10-year flood magnitude","HB","BothImpact",6,26,14.2857142857143
"125","asci","Peak_10","10-year flood magnitude","HB","BothImpact",9,26,14.2857142857143
"126","asci","Peak_10","10-year flood magnitude","HB","BothImpact",12,26,14.2857142857143
"127","asci","Peak_10","10-year flood magnitude","HB","BothImpact",15,26,14.2857142857143
"128","asci","Peak_10","10-year flood magnitude","HB","BothImpact",18,26,14.2857142857143
"129","asci","Peak_10","10-year flood magnitude","HB","BothImpact",20,26,14.2857142857143
"130","asci","Peak_10","10-year flood magnitude","NAT","NoImpact",15,2,50
"131","asci","Peak_10","10-year flood magnitude","NAT","NoImpact",18,2,50
"132","asci","Peak_10","10-year flood magnitude","NAT","BioImpact",15,4,50
"133","asci","Peak_10","10-year flood magnitude","NAT","BioImpact",18,4,50
"134","asci","Peak_10","10-year flood magnitude","NAT","HydroImpact",3,41,14.1868512110727
"135","asci","Peak_10","10-year flood magnitude","NAT","HydroImpact",6,41,14.1868512110727
"136","asci","Peak_10","10-year flood magnitude","NAT","HydroImpact",9,41,14.1868512110727
"137","asci","Peak_10","10-year flood magnitude","NAT","HydroImpact",12,41,14.1868512110727
"138","asci","Peak_10","10-year flood magnitude","NAT","HydroImpact",15,41,14.1868512110727
"139","asci","Peak_10","10-year flood magnitude","NAT","HydroImpact",18,41,14.1868512110727
"140","asci","Peak_10","10-year flood magnitude","NAT","HydroImpact",20,43,14.878892733564
"141","asci","Peak_10","10-year flood magnitude","NAT","BothImpact",3,63,14.5496535796767
"142","asci","Peak_10","10-year flood magnitude","NAT","BothImpact",6,63,14.5496535796767
"143","asci","Peak_10","10-year flood magnitude","NAT","BothImpact",9,63,14.5496535796767
"144","asci","Peak_10","10-year flood magnitude","NAT","BothImpact",12,63,14.5496535796767
"145","asci","Peak_10","10-year flood magnitude","NAT","BothImpact",15,59,13.6258660508083
"146","asci","Peak_10","10-year flood magnitude","NAT","BothImpact",18,59,13.6258660508083
"147","asci","Peak_10","10-year flood magnitude","NAT","BothImpact",20,63,14.5496535796767
"148","asci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",3,40,14.2857142857143
"149","asci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",6,40,14.2857142857143
"150","asci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",9,40,14.2857142857143
"151","asci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",12,40,14.2857142857143
"152","asci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",15,40,14.2857142857143
"153","asci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",18,40,14.2857142857143
"154","asci","Peak_10","10-year flood magnitude","NATHigh","HydroImpact",20,40,14.2857142857143
"155","asci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",3,181,14.2295597484277
"156","asci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",6,181,14.2295597484277
"157","asci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",9,182,14.3081761006289
"158","asci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",12,182,14.3081761006289
"159","asci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",15,182,14.3081761006289
"160","asci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",18,182,14.3081761006289
"161","asci","Peak_10","10-year flood magnitude","NATHigh","BothImpact",20,182,14.3081761006289
"162","asci","Peak_10","10-year flood magnitude","NATLow","NoImpact",9,81,28.7234042553192
"163","asci","Peak_10","10-year flood magnitude","NATLow","NoImpact",12,46,16.3120567375887
"164","asci","Peak_10","10-year flood magnitude","NATLow","NoImpact",15,51,18.0851063829787
"165","asci","Peak_10","10-year flood magnitude","NATLow","NoImpact",18,52,18.4397163120567
"166","asci","Peak_10","10-year flood magnitude","NATLow","NoImpact",20,52,18.4397163120567
"167","asci","Peak_10","10-year flood magnitude","NATLow","BioImpact",9,74,34.4186046511628
"168","asci","Peak_10","10-year flood magnitude","NATLow","BioImpact",12,35,16.2790697674419
"169","asci","Peak_10","10-year flood magnitude","NATLow","BioImpact",15,34,15.8139534883721
"170","asci","Peak_10","10-year flood magnitude","NATLow","BioImpact",18,36,16.7441860465116
"171","asci","Peak_10","10-year flood magnitude","NATLow","BioImpact",20,36,16.7441860465116
"172","asci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",3,72,19.8895027624309
"173","asci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",6,47,12.9834254143646
"174","asci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",9,24,6.62983425414365
"175","asci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",12,59,16.2983425414365
"176","asci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",15,54,14.9171270718232
"177","asci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",18,53,14.6408839779006
"178","asci","Peak_10","10-year flood magnitude","NATLow","HydroImpact",20,53,14.6408839779006
"179","asci","Peak_10","10-year flood magnitude","NATLow","BothImpact",3,83,15.9922928709056
"180","asci","Peak_10","10-year flood magnitude","NATLow","BothImpact",6,61,11.7533718689788
"181","asci","Peak_10","10-year flood magnitude","NATLow","BothImpact",9,44,8.47784200385356
"182","asci","Peak_10","10-year flood magnitude","NATLow","BothImpact",12,83,15.9922928709056
"183","asci","Peak_10","10-year flood magnitude","NATLow","BothImpact",15,84,16.1849710982659
"184","asci","Peak_10","10-year flood magnitude","NATLow","BothImpact",18,82,15.7996146435453
"185","asci","Peak_10","10-year flood magnitude","NATLow","BothImpact",20,82,15.7996146435453
"186","asci","Peak_10","10-year flood magnitude","NATMed","NoImpact",15,2,33.3333333333333
"187","asci","Peak_10","10-year flood magnitude","NATMed","NoImpact",18,3,50
"188","asci","Peak_10","10-year flood magnitude","NATMed","NoImpact",20,1,16.6666666666667
"189","asci","Peak_10","10-year flood magnitude","NATMed","BioImpact",15,4,50
"190","asci","Peak_10","10-year flood magnitude","NATMed","BioImpact",18,4,50
"191","asci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",3,64,14.2857142857143
"192","asci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",6,64,14.2857142857143
"193","asci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",9,64,14.2857142857143
"194","asci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",12,64,14.2857142857143
"195","asci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",15,64,14.2857142857143
"196","asci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",18,63,14.0625
"197","asci","Peak_10","10-year flood magnitude","NATMed","HydroImpact",20,65,14.5089285714286
"198","asci","Peak_10","10-year flood magnitude","NATMed","BothImpact",3,157,14.3904674610449
"199","asci","Peak_10","10-year flood magnitude","NATMed","BothImpact",6,157,14.3904674610449
"200","asci","Peak_10","10-year flood magnitude","NATMed","BothImpact",9,157,14.3904674610449
"201","asci","Peak_10","10-year flood magnitude","NATMed","BothImpact",12,157,14.3904674610449
"202","asci","Peak_10","10-year flood magnitude","NATMed","BothImpact",15,153,14.0238313473877
"203","asci","Peak_10","10-year flood magnitude","NATMed","BothImpact",18,153,14.0238313473877
"204","asci","Peak_10","10-year flood magnitude","NATMed","BothImpact",20,157,14.3904674610449
"205","asci","Peak_10","10-year flood magnitude","SB0","HydroImpact",3,1,14.2857142857143
"206","asci","Peak_10","10-year flood magnitude","SB0","HydroImpact",6,1,14.2857142857143
"207","asci","Peak_10","10-year flood magnitude","SB0","HydroImpact",9,1,14.2857142857143
"208","asci","Peak_10","10-year flood magnitude","SB0","HydroImpact",12,1,14.2857142857143
"209","asci","Peak_10","10-year flood magnitude","SB0","HydroImpact",15,1,14.2857142857143
"210","asci","Peak_10","10-year flood magnitude","SB0","HydroImpact",18,1,14.2857142857143
"211","asci","Peak_10","10-year flood magnitude","SB0","HydroImpact",20,1,14.2857142857143
"212","asci","Peak_10","10-year flood magnitude","SB0","BothImpact",3,3,14.2857142857143
"213","asci","Peak_10","10-year flood magnitude","SB0","BothImpact",6,3,14.2857142857143
"214","asci","Peak_10","10-year flood magnitude","SB0","BothImpact",9,3,14.2857142857143
"215","asci","Peak_10","10-year flood magnitude","SB0","BothImpact",12,3,14.2857142857143
"216","asci","Peak_10","10-year flood magnitude","SB0","BothImpact",15,3,14.2857142857143
"217","asci","Peak_10","10-year flood magnitude","SB0","BothImpact",18,3,14.2857142857143
"218","asci","Peak_10","10-year flood magnitude","SB0","BothImpact",20,3,14.2857142857143
"219","asci","Peak_10","10-year flood magnitude","SB2","BioImpact",12,2,25
"220","asci","Peak_10","10-year flood magnitude","SB2","BioImpact",15,2,25
"221","asci","Peak_10","10-year flood magnitude","SB2","BioImpact",18,2,25
"222","asci","Peak_10","10-year flood magnitude","SB2","BioImpact",20,2,25
"223","asci","Peak_10","10-year flood magnitude","SB2","HydroImpact",3,1,14.2857142857143
"224","asci","Peak_10","10-year flood magnitude","SB2","HydroImpact",6,1,14.2857142857143
"225","asci","Peak_10","10-year flood magnitude","SB2","HydroImpact",9,1,14.2857142857143
"226","asci","Peak_10","10-year flood magnitude","SB2","HydroImpact",12,1,14.2857142857143
"227","asci","Peak_10","10-year flood magnitude","SB2","HydroImpact",15,1,14.2857142857143
"228","asci","Peak_10","10-year flood magnitude","SB2","HydroImpact",18,1,14.2857142857143
"229","asci","Peak_10","10-year flood magnitude","SB2","HydroImpact",20,1,14.2857142857143
"230","asci","Peak_10","10-year flood magnitude","SB2","BothImpact",3,19,13.768115942029
"231","asci","Peak_10","10-year flood magnitude","SB2","BothImpact",6,17,12.3188405797101
"232","asci","Peak_10","10-year flood magnitude","SB2","BothImpact",9,22,15.9420289855072
"233","asci","Peak_10","10-year flood magnitude","SB2","BothImpact",12,20,14.4927536231884
"234","asci","Peak_10","10-year flood magnitude","SB2","BothImpact",15,20,14.4927536231884
"235","asci","Peak_10","10-year flood magnitude","SB2","BothImpact",18,20,14.4927536231884
"236","asci","Peak_10","10-year flood magnitude","SB2","BothImpact",20,20,14.4927536231884
"237","asci","Peak_2","2-year flood magnitude","HB","HydroImpact",9,3,20
"238","asci","Peak_2","2-year flood magnitude","HB","HydroImpact",12,3,20
"239","asci","Peak_2","2-year flood magnitude","HB","HydroImpact",15,3,20
"240","asci","Peak_2","2-year flood magnitude","HB","HydroImpact",18,3,20
"241","asci","Peak_2","2-year flood magnitude","HB","HydroImpact",20,3,20
"242","asci","Peak_2","2-year flood magnitude","HB","BothImpact",9,26,20
"243","asci","Peak_2","2-year flood magnitude","HB","BothImpact",12,26,20
"244","asci","Peak_2","2-year flood magnitude","HB","BothImpact",15,26,20
"245","asci","Peak_2","2-year flood magnitude","HB","BothImpact",18,26,20
"246","asci","Peak_2","2-year flood magnitude","HB","BothImpact",20,26,20
"247","asci","Peak_2","2-year flood magnitude","NAT","NoImpact",9,1,4.16666666666667
"248","asci","Peak_2","2-year flood magnitude","NAT","NoImpact",12,1,4.16666666666667
"249","asci","Peak_2","2-year flood magnitude","NAT","NoImpact",15,5,20.8333333333333
"250","asci","Peak_2","2-year flood magnitude","NAT","NoImpact",18,8,33.3333333333333
"251","asci","Peak_2","2-year flood magnitude","NAT","NoImpact",20,9,37.5
"252","asci","Peak_2","2-year flood magnitude","NAT","BioImpact",15,7,35
"253","asci","Peak_2","2-year flood magnitude","NAT","BioImpact",18,7,35
"254","asci","Peak_2","2-year flood magnitude","NAT","BioImpact",20,6,30
"255","asci","Peak_2","2-year flood magnitude","NAT","HydroImpact",3,43,18.3760683760684
"256","asci","Peak_2","2-year flood magnitude","NAT","HydroImpact",9,42,17.9487179487179
"257","asci","Peak_2","2-year flood magnitude","NAT","HydroImpact",12,42,17.9487179487179
"258","asci","Peak_2","2-year flood magnitude","NAT","HydroImpact",15,38,16.2393162393162
"259","asci","Peak_2","2-year flood magnitude","NAT","HydroImpact",18,35,14.957264957265
"260","asci","Peak_2","2-year flood magnitude","NAT","HydroImpact",20,34,14.5299145299145
"261","asci","Peak_2","2-year flood magnitude","NAT","BothImpact",3,63,17.5977653631285
"262","asci","Peak_2","2-year flood magnitude","NAT","BothImpact",9,63,17.5977653631285
"263","asci","Peak_2","2-year flood magnitude","NAT","BothImpact",12,63,17.5977653631285
"264","asci","Peak_2","2-year flood magnitude","NAT","BothImpact",15,56,15.6424581005587
"265","asci","Peak_2","2-year flood magnitude","NAT","BothImpact",18,56,15.6424581005587
"266","asci","Peak_2","2-year flood magnitude","NAT","BothImpact",20,57,15.9217877094972
"267","asci","Peak_2","2-year flood magnitude","NATHigh","NoImpact",20,1,100
"268","asci","Peak_2","2-year flood magnitude","NATHigh","BioImpact",12,1,25
"269","asci","Peak_2","2-year flood magnitude","NATHigh","BioImpact",15,1,25
"270","asci","Peak_2","2-year flood magnitude","NATHigh","BioImpact",18,1,25
"271","asci","Peak_2","2-year flood magnitude","NATHigh","BioImpact",20,1,25
"272","asci","Peak_2","2-year flood magnitude","NATHigh","HydroImpact",12,41,25.1533742331288
"273","asci","Peak_2","2-year flood magnitude","NATHigh","HydroImpact",15,41,25.1533742331288
"274","asci","Peak_2","2-year flood magnitude","NATHigh","HydroImpact",18,41,25.1533742331288
"275","asci","Peak_2","2-year flood magnitude","NATHigh","HydroImpact",20,40,24.5398773006135
"276","asci","Peak_2","2-year flood magnitude","NATHigh","BothImpact",12,181,25
"277","asci","Peak_2","2-year flood magnitude","NATHigh","BothImpact",15,181,25
"278","asci","Peak_2","2-year flood magnitude","NATHigh","BothImpact",18,181,25
"279","asci","Peak_2","2-year flood magnitude","NATHigh","BothImpact",20,181,25
"280","asci","Peak_2","2-year flood magnitude","NATLow","NoImpact",9,64,45.0704225352113
"281","asci","Peak_2","2-year flood magnitude","NATLow","NoImpact",12,66,46.4788732394366
"282","asci","Peak_2","2-year flood magnitude","NATLow","NoImpact",15,4,2.8169014084507
"283","asci","Peak_2","2-year flood magnitude","NATLow","NoImpact",18,4,2.8169014084507
"284","asci","Peak_2","2-year flood magnitude","NATLow","NoImpact",20,4,2.8169014084507
"285","asci","Peak_2","2-year flood magnitude","NATLow","BioImpact",9,32,50
"286","asci","Peak_2","2-year flood magnitude","NATLow","BioImpact",12,29,45.3125
"287","asci","Peak_2","2-year flood magnitude","NATLow","BioImpact",15,1,1.5625
"288","asci","Peak_2","2-year flood magnitude","NATLow","BioImpact",18,1,1.5625
"289","asci","Peak_2","2-year flood magnitude","NATLow","BioImpact",20,1,1.5625
"290","asci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",3,74,15.1329243353783
"291","asci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",6,32,6.5439672801636
"292","asci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",9,41,8.38445807770961
"293","asci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",12,39,7.97546012269939
"294","asci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",15,101,20.6543967280164
"295","asci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",18,101,20.6543967280164
"296","asci","Peak_2","2-year flood magnitude","NATLow","HydroImpact",20,101,20.6543967280164
"297","asci","Peak_2","2-year flood magnitude","NATLow","BothImpact",3,86,12.7218934911243
"298","asci","Peak_2","2-year flood magnitude","NATLow","BothImpact",6,64,9.46745562130178
"299","asci","Peak_2","2-year flood magnitude","NATLow","BothImpact",9,86,12.7218934911243
"300","asci","Peak_2","2-year flood magnitude","NATLow","BothImpact",12,89,13.1656804733728
"301","asci","Peak_2","2-year flood magnitude","NATLow","BothImpact",15,117,17.3076923076923
"302","asci","Peak_2","2-year flood magnitude","NATLow","BothImpact",18,117,17.3076923076923
"303","asci","Peak_2","2-year flood magnitude","NATLow","BothImpact",20,117,17.3076923076923
"304","asci","Peak_2","2-year flood magnitude","NATMed","NoImpact",9,1,2.12765957446809
"305","asci","Peak_2","2-year flood magnitude","NATMed","NoImpact",12,1,2.12765957446809
"306","asci","Peak_2","2-year flood magnitude","NATMed","NoImpact",15,11,23.4042553191489
"307","asci","Peak_2","2-year flood magnitude","NATMed","NoImpact",18,17,36.1702127659575
"308","asci","Peak_2","2-year flood magnitude","NATMed","NoImpact",20,17,36.1702127659575
"309","asci","Peak_2","2-year flood magnitude","NATMed","BioImpact",12,2,4
"310","asci","Peak_2","2-year flood magnitude","NATMed","BioImpact",15,16,32
"311","asci","Peak_2","2-year flood magnitude","NATMed","BioImpact",18,17,34
"312","asci","Peak_2","2-year flood magnitude","NATMed","BioImpact",20,15,30
