"","Index","Hydro_endpoint","Flow.Metric.Name","Threshold","Result","SmoothingFunc","n","PercChans"
"515","asci","Q99","Magnitude of largest annual storm","NATLow","NoImpact",15,57,18.2108626198083
"516","asci","Q99","Magnitude of largest annual storm","NATLow","NoImpact",18,52,16.6134185303514
"517","asci","Q99","Magnitude of largest annual storm","NATLow","NoImpact",20,51,16.2939297124601
"518","asci","Q99","Magnitude of largest annual storm","NATLow","BioImpact",9,66,29.2035398230088
"519","asci","Q99","Magnitude of largest annual storm","NATLow","BioImpact",12,63,27.8761061946903
"520","asci","Q99","Magnitude of largest annual storm","NATLow","BioImpact",15,34,15.0442477876106
"521","asci","Q99","Magnitude of largest annual storm","NATLow","BioImpact",18,32,14.1592920353982
"522","asci","Q99","Magnitude of largest annual storm","NATLow","BioImpact",20,31,13.716814159292
"523","asci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",3,38,13.5231316725979
"524","asci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",6,31,11.0320284697509
"525","asci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",9,28,9.9644128113879
"526","asci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",12,29,10.3202846975089
"527","asci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",15,48,17.0818505338078
"528","asci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",18,53,18.8612099644128
"529","asci","Q99","Magnitude of largest annual storm","NATLow","HydroImpact",20,54,19.2170818505338
"530","asci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",3,60,12.4740124740125
"531","asci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",6,57,11.8503118503119
"532","asci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",9,52,10.8108108108108
"533","asci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",12,55,11.4345114345114
"534","asci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",15,84,17.4636174636175
"535","asci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",18,86,17.8794178794179
"536","asci","Q99","Magnitude of largest annual storm","NATLow","BothImpact",20,87,18.0873180873181
"537","asci","Q99","Magnitude of largest annual storm","NATMed","NoImpact",20,5,100
"538","asci","Q99","Magnitude of largest annual storm","NATMed","BioImpact",20,2,100
"539","asci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",3,65,14.5739910313901
"540","asci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",6,64,14.3497757847534
"541","asci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",9,64,14.3497757847534
"542","asci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",12,64,14.3497757847534
"543","asci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",15,64,14.3497757847534
"544","asci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",18,64,14.3497757847534
"545","asci","Q99","Magnitude of largest annual storm","NATMed","HydroImpact",20,61,13.6771300448431
"546","asci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",3,157,14.3117593436645
"547","asci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",6,157,14.3117593436645
"548","asci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",9,157,14.3117593436645
"549","asci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",12,157,14.3117593436645
"550","asci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",15,157,14.3117593436645
"551","asci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",18,157,14.3117593436645
"552","asci","Q99","Magnitude of largest annual storm","NATMed","BothImpact",20,155,14.1294439380128
"553","asci","Q99","Magnitude of largest annual storm","SB0","BioImpact",12,2,50
"554","asci","Q99","Magnitude of largest annual storm","SB0","BioImpact",15,2,50
"555","asci","Q99","Magnitude of largest annual storm","SB0","HydroImpact",3,1,14.2857142857143
"556","asci","Q99","Magnitude of largest annual storm","SB0","HydroImpact",6,1,14.2857142857143
"557","asci","Q99","Magnitude of largest annual storm","SB0","HydroImpact",9,1,14.2857142857143
"558","asci","Q99","Magnitude of largest annual storm","SB0","HydroImpact",12,1,14.2857142857143
"559","asci","Q99","Magnitude of largest annual storm","SB0","HydroImpact",15,1,14.2857142857143
"560","asci","Q99","Magnitude of largest annual storm","SB0","HydroImpact",18,1,14.2857142857143
"561","asci","Q99","Magnitude of largest annual storm","SB0","HydroImpact",20,1,14.2857142857143
"562","asci","Q99","Magnitude of largest annual storm","SB0","BothImpact",3,3,17.6470588235294
"563","asci","Q99","Magnitude of largest annual storm","SB0","BothImpact",6,3,17.6470588235294
"564","asci","Q99","Magnitude of largest annual storm","SB0","BothImpact",9,3,17.6470588235294
"565","asci","Q99","Magnitude of largest annual storm","SB0","BothImpact",12,1,5.88235294117647
"566","asci","Q99","Magnitude of largest annual storm","SB0","BothImpact",15,1,5.88235294117647
"567","asci","Q99","Magnitude of largest annual storm","SB0","BothImpact",18,3,17.6470588235294
"568","asci","Q99","Magnitude of largest annual storm","SB0","BothImpact",20,3,17.6470588235294
"569","asci","Q99","Magnitude of largest annual storm","SB2","BioImpact",9,5,55.5555555555556
"570","asci","Q99","Magnitude of largest annual storm","SB2","BioImpact",12,1,11.1111111111111
"571","asci","Q99","Magnitude of largest annual storm","SB2","BioImpact",15,1,11.1111111111111
"572","asci","Q99","Magnitude of largest annual storm","SB2","BioImpact",18,1,11.1111111111111
"573","asci","Q99","Magnitude of largest annual storm","SB2","BioImpact",20,1,11.1111111111111
"574","asci","Q99","Magnitude of largest annual storm","SB2","HydroImpact",3,1,14.2857142857143
"575","asci","Q99","Magnitude of largest annual storm","SB2","HydroImpact",6,1,14.2857142857143
"576","asci","Q99","Magnitude of largest annual storm","SB2","HydroImpact",9,1,14.2857142857143
"577","asci","Q99","Magnitude of largest annual storm","SB2","HydroImpact",12,1,14.2857142857143
"578","asci","Q99","Magnitude of largest annual storm","SB2","HydroImpact",15,1,14.2857142857143
"579","asci","Q99","Magnitude of largest annual storm","SB2","HydroImpact",18,1,14.2857142857143
"580","asci","Q99","Magnitude of largest annual storm","SB2","HydroImpact",20,1,14.2857142857143
"581","asci","Q99","Magnitude of largest annual storm","SB2","BothImpact",3,19,14.1791044776119
"582","asci","Q99","Magnitude of largest annual storm","SB2","BothImpact",6,14,10.4477611940298
"583","asci","Q99","Magnitude of largest annual storm","SB2","BothImpact",9,17,12.6865671641791
"584","asci","Q99","Magnitude of largest annual storm","SB2","BothImpact",12,21,15.6716417910448
"585","asci","Q99","Magnitude of largest annual storm","SB2","BothImpact",15,21,15.6716417910448
"586","asci","Q99","Magnitude of largest annual storm","SB2","BothImpact",18,21,15.6716417910448
"587","asci","Q99","Magnitude of largest annual storm","SB2","BothImpact",20,21,15.6716417910448
"588","asci","SP_Mag","Spring recession magnitude","HB","HydroImpact",3,3,14.2857142857143
"589","asci","SP_Mag","Spring recession magnitude","HB","HydroImpact",6,3,14.2857142857143
"590","asci","SP_Mag","Spring recession magnitude","HB","HydroImpact",9,3,14.2857142857143
"591","asci","SP_Mag","Spring recession magnitude","HB","HydroImpact",12,3,14.2857142857143
"592","asci","SP_Mag","Spring recession magnitude","HB","HydroImpact",15,3,14.2857142857143
"593","asci","SP_Mag","Spring recession magnitude","HB","HydroImpact",18,3,14.2857142857143
"594","asci","SP_Mag","Spring recession magnitude","HB","HydroImpact",20,3,14.2857142857143
"595","asci","SP_Mag","Spring recession magnitude","HB","BothImpact",3,26,14.2857142857143
"596","asci","SP_Mag","Spring recession magnitude","HB","BothImpact",6,26,14.2857142857143
"597","asci","SP_Mag","Spring recession magnitude","HB","BothImpact",9,26,14.2857142857143
"598","asci","SP_Mag","Spring recession magnitude","HB","BothImpact",12,26,14.2857142857143
"599","asci","SP_Mag","Spring recession magnitude","HB","BothImpact",15,26,14.2857142857143
"600","asci","SP_Mag","Spring recession magnitude","HB","BothImpact",18,26,14.2857142857143
"601","asci","SP_Mag","Spring recession magnitude","HB","BothImpact",20,26,14.2857142857143
"602","asci","SP_Mag","Spring recession magnitude","NAT","NoImpact",18,4,50
"603","asci","SP_Mag","Spring recession magnitude","NAT","NoImpact",20,4,50
"604","asci","SP_Mag","Spring recession magnitude","NAT","BioImpact",18,1,50
"605","asci","SP_Mag","Spring recession magnitude","NAT","BioImpact",20,1,50
"606","asci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",3,41,14.3859649122807
"607","asci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",6,41,14.3859649122807
"608","asci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",9,41,14.3859649122807
"609","asci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",12,41,14.3859649122807
"610","asci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",15,43,15.0877192982456
"611","asci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",18,39,13.6842105263158
"612","asci","SP_Mag","Spring recession magnitude","NAT","HydroImpact",20,39,13.6842105263158
"613","asci","SP_Mag","Spring recession magnitude","NAT","BothImpact",3,63,14.3507972665148
"614","asci","SP_Mag","Spring recession magnitude","NAT","BothImpact",6,63,14.3507972665148
"615","asci","SP_Mag","Spring recession magnitude","NAT","BothImpact",9,63,14.3507972665148
"616","asci","SP_Mag","Spring recession magnitude","NAT","BothImpact",12,63,14.3507972665148
"617","asci","SP_Mag","Spring recession magnitude","NAT","BothImpact",15,63,14.3507972665148
"618","asci","SP_Mag","Spring recession magnitude","NAT","BothImpact",18,62,14.123006833713
"619","asci","SP_Mag","Spring recession magnitude","NAT","BothImpact",20,62,14.123006833713
"620","asci","SP_Mag","Spring recession magnitude","NATHigh","HydroImpact",6,40,16.6666666666667
"621","asci","SP_Mag","Spring recession magnitude","NATHigh","HydroImpact",9,40,16.6666666666667
"622","asci","SP_Mag","Spring recession magnitude","NATHigh","HydroImpact",12,40,16.6666666666667
"623","asci","SP_Mag","Spring recession magnitude","NATHigh","HydroImpact",15,40,16.6666666666667
"624","asci","SP_Mag","Spring recession magnitude","NATHigh","HydroImpact",18,40,16.6666666666667
"625","asci","SP_Mag","Spring recession magnitude","NATHigh","HydroImpact",20,40,16.6666666666667
"626","asci","SP_Mag","Spring recession magnitude","NATHigh","BothImpact",6,181,16.6666666666667
"627","asci","SP_Mag","Spring recession magnitude","NATHigh","BothImpact",9,181,16.6666666666667
"628","asci","SP_Mag","Spring recession magnitude","NATHigh","BothImpact",12,181,16.6666666666667
"629","asci","SP_Mag","Spring recession magnitude","NATHigh","BothImpact",15,181,16.6666666666667
"630","asci","SP_Mag","Spring recession magnitude","NATHigh","BothImpact",18,181,16.6666666666667
"631","asci","SP_Mag","Spring recession magnitude","NATHigh","BothImpact",20,181,16.6666666666667
"632","asci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",3,29,14.8717948717949
"633","asci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",6,66,33.8461538461538
"634","asci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",9,72,36.9230769230769
"635","asci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",12,7,3.58974358974359
"636","asci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",15,7,3.58974358974359
"637","asci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",18,7,3.58974358974359
"638","asci","SP_Mag","Spring recession magnitude","NATLow","NoImpact",20,7,3.58974358974359
"639","asci","SP_Mag","Spring recession magnitude","NATLow","BioImpact",3,23,19.1666666666667
"640","asci","SP_Mag","Spring recession magnitude","NATLow","BioImpact",6,44,36.6666666666667
"641","asci","SP_Mag","Spring recession magnitude","NATLow","BioImpact",9,53,44.1666666666667
"642","asci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",3,76,14.0740740740741
"643","asci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",6,39,7.22222222222222
"644","asci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",9,33,6.11111111111111
"645","asci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",12,98,18.1481481481481
"646","asci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",15,98,18.1481481481481
"647","asci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",18,98,18.1481481481481
"648","asci","SP_Mag","Spring recession magnitude","NATLow","HydroImpact",20,98,18.1481481481481
"649","asci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",3,95,13.4560906515581
"650","asci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",6,74,10.4815864022663
"651","asci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",9,65,9.20679886685552
"652","asci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",12,118,16.71388101983
"653","asci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",15,118,16.71388101983
"654","asci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",18,118,16.71388101983
"655","asci","SP_Mag","Spring recession magnitude","NATLow","BothImpact",20,118,16.71388101983
"656","asci","SP_Mag","Spring recession magnitude","NATMed","NoImpact",15,1,11.1111111111111
"657","asci","SP_Mag","Spring recession magnitude","NATMed","NoImpact",18,4,44.4444444444444
"658","asci","SP_Mag","Spring recession magnitude","NATMed","NoImpact",20,4,44.4444444444444
"659","asci","SP_Mag","Spring recession magnitude","NATMed","BioImpact",15,2,50
"660","asci","SP_Mag","Spring recession magnitude","NATMed","BioImpact",18,1,25
"661","asci","SP_Mag","Spring recession magnitude","NATMed","BioImpact",20,1,25
"662","asci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",3,64,14.3820224719101
"663","asci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",6,64,14.3820224719101
"664","asci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",9,64,14.3820224719101
"665","asci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",12,64,14.3820224719101
"666","asci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",15,65,14.6067415730337
"667","asci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",18,62,13.9325842696629
"668","asci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",20,62,13.9325842696629
"669","asci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",3,157,14.337899543379
"670","asci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",6,157,14.337899543379
"671","asci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",9,157,14.337899543379
"672","asci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",12,157,14.337899543379
"673","asci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",15,155,14.1552511415525
"674","asci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",18,156,14.2465753424658
"675","asci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",20,156,14.2465753424658
"676","asci","SP_Mag","Spring recession magnitude","SB0","HydroImpact",3,1,14.2857142857143
"677","asci","SP_Mag","Spring recession magnitude","SB0","HydroImpact",6,1,14.2857142857143
"678","asci","SP_Mag","Spring recession magnitude","SB0","HydroImpact",9,1,14.2857142857143
"679","asci","SP_Mag","Spring recession magnitude","SB0","HydroImpact",12,1,14.2857142857143
"680","asci","SP_Mag","Spring recession magnitude","SB0","HydroImpact",15,1,14.2857142857143
"681","asci","SP_Mag","Spring recession magnitude","SB0","HydroImpact",18,1,14.2857142857143
"682","asci","SP_Mag","Spring recession magnitude","SB0","HydroImpact",20,1,14.2857142857143
"683","asci","SP_Mag","Spring recession magnitude","SB0","BothImpact",3,3,14.2857142857143
"684","asci","SP_Mag","Spring recession magnitude","SB0","BothImpact",6,3,14.2857142857143
"685","asci","SP_Mag","Spring recession magnitude","SB0","BothImpact",9,3,14.2857142857143
"686","asci","SP_Mag","Spring recession magnitude","SB0","BothImpact",12,3,14.2857142857143
"687","asci","SP_Mag","Spring recession magnitude","SB0","BothImpact",15,3,14.2857142857143
"688","asci","SP_Mag","Spring recession magnitude","SB0","BothImpact",18,3,14.2857142857143
"689","asci","SP_Mag","Spring recession magnitude","SB0","BothImpact",20,3,14.2857142857143
"690","asci","SP_Mag","Spring recession magnitude","SB2","BioImpact",9,5,100
"691","asci","SP_Mag","Spring recession magnitude","SB2","HydroImpact",3,1,14.2857142857143
"692","asci","SP_Mag","Spring recession magnitude","SB2","HydroImpact",6,1,14.2857142857143
"693","asci","SP_Mag","Spring recession magnitude","SB2","HydroImpact",9,1,14.2857142857143
"694","asci","SP_Mag","Spring recession magnitude","SB2","HydroImpact",12,1,14.2857142857143
"695","asci","SP_Mag","Spring recession magnitude","SB2","HydroImpact",15,1,14.2857142857143
"696","asci","SP_Mag","Spring recession magnitude","SB2","HydroImpact",18,1,14.2857142857143
"697","asci","SP_Mag","Spring recession magnitude","SB2","HydroImpact",20,1,14.2857142857143
"698","asci","SP_Mag","Spring recession magnitude","SB2","BothImpact",3,22,14.7651006711409
"699","asci","SP_Mag","Spring recession magnitude","SB2","BothImpact",6,22,14.7651006711409
"700","asci","SP_Mag","Spring recession magnitude","SB2","BothImpact",9,17,11.4093959731544
"701","asci","SP_Mag","Spring recession magnitude","SB2","BothImpact",12,22,14.7651006711409
"702","asci","SP_Mag","Spring recession magnitude","SB2","BothImpact",15,22,14.7651006711409
"703","asci","SP_Mag","Spring recession magnitude","SB2","BothImpact",18,22,14.7651006711409
"704","asci","SP_Mag","Spring recession magnitude","SB2","BothImpact",20,22,14.7651006711409
"705","asci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","HydroImpact",18,3,50
"706","asci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","HydroImpact",20,3,50
"707","asci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","BothImpact",18,26,50
"708","asci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","BothImpact",20,26,50
"709","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","NoImpact",18,1,20
"710","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","NoImpact",20,4,80
"711","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","BioImpact",20,1,100
"712","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","HydroImpact",18,42,51.8518518518518
"713","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","HydroImpact",20,39,48.1481481481481
"714","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","BothImpact",18,63,50.4
"715","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","BothImpact",20,62,49.6
"716","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",6,29,20.5673758865248
"717","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",9,29,20.5673758865248
"718","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",12,26,18.4397163120567
"719","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",15,19,13.4751773049645
"720","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",18,19,13.4751773049645
"721","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",20,19,13.4751773049645
"722","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",6,19,22.093023255814
"723","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",9,18,20.9302325581395
"724","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",12,15,17.4418604651163
"725","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",15,12,13.953488372093
"726","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",18,11,12.7906976744186
"727","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",20,11,12.7906976744186
"728","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","HydroImpact",6,76,15.5419222903885
"729","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","HydroImpact",9,76,15.5419222903885
"730","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","HydroImpact",12,79,16.1554192229039
"731","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","HydroImpact",15,86,17.5869120654397
"732","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","HydroImpact",18,86,17.5869120654397
"733","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","HydroImpact",20,86,17.5869120654397
"734","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BothImpact",6,99,15.9163987138264
"735","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BothImpact",9,100,16.0771704180064
"736","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BothImpact",12,103,16.5594855305466
"737","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BothImpact",15,106,17.0418006430868
"738","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BothImpact",18,107,17.2025723472669
"739","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BothImpact",20,107,17.2025723472669
"740","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","NoImpact",18,1,12.5
"741","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","NoImpact",20,7,87.5
"742","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","BioImpact",20,4,100
"743","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","HydroImpact",18,65,52.4193548387097
"744","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","HydroImpact",20,59,47.5806451612903
"745","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","BothImpact",18,157,50.6451612903226
"746","asci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","BothImpact",20,153,49.3548387096774
"747","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","HydroImpact",6,1,16.6666666666667
"748","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","HydroImpact",9,1,16.6666666666667
"749","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","HydroImpact",12,1,16.6666666666667
"750","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","HydroImpact",15,1,16.6666666666667
"751","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","HydroImpact",18,1,16.6666666666667
"752","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","HydroImpact",20,1,16.6666666666667
"753","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BothImpact",6,3,16.6666666666667
"754","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BothImpact",9,3,16.6666666666667
"755","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BothImpact",12,3,16.6666666666667
"756","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BothImpact",15,3,16.6666666666667
"757","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BothImpact",18,3,16.6666666666667
"758","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BothImpact",20,3,16.6666666666667
"759","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","HydroImpact",6,1,16.6666666666667
"760","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","HydroImpact",9,1,16.6666666666667
"761","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","HydroImpact",12,1,16.6666666666667
"762","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","HydroImpact",15,1,16.6666666666667
"763","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","HydroImpact",18,1,16.6666666666667
"764","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","HydroImpact",20,1,16.6666666666667
"765","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BothImpact",6,22,16.6666666666667
"766","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BothImpact",9,22,16.6666666666667
"767","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BothImpact",12,22,16.6666666666667
"768","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BothImpact",15,22,16.6666666666667
"769","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BothImpact",18,22,16.6666666666667
"770","asci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BothImpact",20,22,16.6666666666667
"771","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","HydroImpact",6,3,16.6666666666667
"772","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","HydroImpact",9,3,16.6666666666667
"773","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","HydroImpact",12,3,16.6666666666667
"774","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","HydroImpact",15,3,16.6666666666667
"775","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","HydroImpact",18,3,16.6666666666667
"776","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","HydroImpact",20,3,16.6666666666667
"777","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BothImpact",6,26,16.6666666666667
"778","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BothImpact",9,26,16.6666666666667
"779","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BothImpact",12,26,16.6666666666667
"780","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BothImpact",15,26,16.6666666666667
"781","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BothImpact",18,26,16.6666666666667
"782","asci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BothImpact",20,26,16.6666666666667
"783","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",6,2,10
"784","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",9,2,10
"785","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",12,4,20
"786","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",15,4,20
"787","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",18,4,20
"788","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",20,4,20
"789","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BioImpact",12,1,25
"790","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BioImpact",15,1,25
"791","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BioImpact",18,1,25
"792","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BioImpact",20,1,25
"793","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",6,41,17.2268907563025
"794","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",9,41,17.2268907563025
"795","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",12,39,16.3865546218487
"796","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",15,39,16.3865546218487
"797","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",18,39,16.3865546218487
"798","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",20,39,16.3865546218487
"799","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",6,63,16.8449197860963
"800","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",9,63,16.8449197860963
"801","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",12,62,16.5775401069519
"802","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",15,62,16.5775401069519
"803","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",18,62,16.5775401069519
"804","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",20,62,16.5775401069519
"805","asci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","NoImpact",9,1,20
