"","comid","gageid","StationCode","bioindicator","REACHCODE","GNIS_ID","GNIS_NAME"
"342",22515812,"11092450","LALT503","CSCI","18070105000097","0","Angeles River, Los"
"343",22515812,"11092450","SMC02804","CSCI","18070105000097","0","Angeles River, Los"
"344",22515762,"11097000","412CE0232","CSCI","18070105000737",NA,NA
"345",22515762,"11097000","412CE0616","CSCI","18070105000737",NA,NA
"346",22515762,"11097000","412M08597","CSCI","18070105000737",NA,NA
"347",22515762,"11097000","LALT503","CSCI","18070105000737",NA,NA
"348",22515762,"11097000","SMC02804","CSCI","18070105000737",NA,NA
"349",22515826,"11101250","412LAR031","CSCI","18070105000008","248210","Rio Hondo"
"350",22515830,"11102300","412LAR031","CSCI","18070105000635","248210","Rio Hondo"
"351",17562626,"11106550","408PS0032","CSCI","18070103000004","240043","Calleguas Creek"
"352",17562626,"11106550","ME-CC","CSCI","18070103000004","240043","Calleguas Creek"
"353",17569497,"11109525","403S01136","CSCI","18070102001452","273030","Piru Creek"
"354",17569497,"11109525","403S07024","CSCI","18070102001452","273030","Piru Creek"
"355",17569497,"11109525","403WE0534","CSCI","18070102001452","273030","Piru Creek"
"356",17575859,"11109800","403M01522","CSCI","18070102000149","273030","Piru Creek"
"357",17575859,"11109800","403S02764","CSCI","18070102000149","273030","Piru Creek"
"358",17575859,"11109800","403WE0535","CSCI","18070102000149","273030","Piru Creek"
"359",17574345,"11113001","403M01505","CSCI","18070102000306","273633","Sespe Creek"
"360",17574345,"11113001","403S04868","CSCI","18070102000306","273633","Sespe Creek"
"361",17574345,"11113001","403S06660","CSCI","18070102000306","273633","Sespe Creek"
"362",17573647,"11113500","403BA0191","CSCI","18070102000395","249095","Santa Paula Creek"
"363",17573647,"11113500","403CE0156","CSCI","18070102000395","249095","Santa Paula Creek"
"364",17573647,"11113500","403WE0746","CSCI","18070102000395","249095","Santa Paula Creek"
"365",17573685,"11114000","403BA0047","CSCI","18070102000692","0",NA
"366",17573685,"11114000","403M01500","CSCI","18070102000692","0",NA
"367",17573685,"11114000","403M01528","CSCI","18070102000692","0",NA
"368",17585808,"11114495","402M00043","CSCI","18070101000072","272369","Matilija Creek"
"369",17585808,"11114495","SMC19809","CSCI","18070101000072","272369","Matilija Creek"
"370",948070372,"11118500","402BA0143","CSCI","18070101000021","250984","Ventura River"
"371",948070372,"11118500","402M00002","CSCI","18070101000021","250984","Ventura River"
"372",948070372,"11118500","402M00029","CSCI","18070101000021","250984","Ventura River"
"373",948070372,"11118500","ME-VR2","CSCI","18070101000021","250984","Ventura River"
"374",948070372,"11118501","402BA0143","CSCI","18070101000021","250984","Ventura River"
"375",948070372,"11118501","402M00002","CSCI","18070101000021","250984","Ventura River"
"376",948070372,"11118501","402M00029","CSCI","18070101000021","250984","Ventura River"
"377",948070372,"11118501","ME-VR2","CSCI","18070101000021","250984","Ventura River"
"378",17609015,"11128500","314CE0200","CSCI","18060010000062","249134","Santa Ynez River"
"379",8212843,"11147500","309PSO","CSCI","18060005000385","273405","Salinas River"
"380",14961121,"11189500","554PS0448","CSCI","18030002000064","273825","South Fork Kern River"
"381",14961121,"11189500","554PS0946","CSCI","18030002000064","273825","South Fork Kern River"
"382",22595293,"10255800","722PS0535","CSCI","18100203002522",NA,NA
"383",22595619,"10255810","722ABSPPC","CSCI","18100203002499",NA,NA
"384",22593689,"10257600","719TRMDSS","CSCI","18100201002808","272500","Mission Creek"
"385",22592131,"10259000","719FCA001","CSCI","18100201003071",NA,NA
"386",20331150,"11023310","906LPLPC4","CSCI","18070304000287","247998","Rattlesnake Creek"
"387",20331150,"11023310","906S02246","CSCI","18070304000287","247998","Rattlesnake Creek"
"388",20331242,"11023325","906LPLPC4","CSCI","18070304000667","0","Beeler Canyon"
"389",20331242,"11023325","906S02246","CSCI","18070304000667","0","Beeler Canyon"
"390",20351605,"11046300","901SJSMT3","CSCI","18070301000055","248921","San Mateo Creek"
"391",20351605,"11046300","901SMCSMR","CSCI","18070301000055","248921","San Mateo Creek"
"392",20350533,"11046500","901S11685","CSCI","18070301000076","273492","San Juan Creek"
"393",20350533,"11046500","901S12942","CSCI","18070301000076","273492","San Juan Creek"
"394",20350533,"11046500","901S39498","CSCI","18070301000076","273492","San Juan Creek"
"395",20350533,"11046500","901S45253","CSCI","18070301000076","273492","San Juan Creek"
"396",20350533,"11046500","901SJC74x","CSCI","18070301000076","273492","San Juan Creek"
"397",20350533,"11046500","901SJSJC9","CSCI","18070301000076","273492","San Juan Creek"
"398",20355480,"11048553","801SDC180","CSCI","18070204000236","0","Sand Canyon Wash"
"399",20355480,"11048553","801SDC418","CSCI","18070204000236","0","Sand Canyon Wash"
"400",22555344,"11058600","801ETC226","CSCI","18070203002464",NA,NA
"401",22555344,"11058600","801RB8751","CSCI","18070203002464",NA,NA
"402",22554630,"11063000","801RB8309","CSCI","18070203001527",NA,NA
"403",22522855,"11080500","405PS0030","CSCI","18070106000086","1654998","San Gabriel River"
"404",22522855,"11080500","SGUT504","CSCI","18070106000086","1654998","San Gabriel River"
"405",22514458,"11095500","SMC00520","CSCI","18070105000066","252292","Big Tujunga Creek"
"406",22514458,"11095500","SMC01096","CSCI","18070105000066","252292","Big Tujunga Creek"
"407",22514774,"11098000","412LARSCO","CSCI","18070105000041","269591","Arroyo Seco"
"408",22514774,"11098000","LALT501","CSCI","18070105000041","269591","Arroyo Seco"
"409",22514774,"11098000","SMC00924","CSCI","18070105000041","269591","Arroyo Seco"
"410",17567911,"11111500","403S06139","CSCI","18070102000367","273633","Sespe Creek"
"411",17567911,"11111500","403WE0905","CSCI","18070102000367","273633","Sespe Creek"
"412",17574397,"11113000","403M01505","CSCI",NA,NA,NA
"413",17574397,"11113000","403S04868","CSCI",NA,NA,NA
"414",17574397,"11113000","403S06660","CSCI",NA,NA,NA
"415",17586470,"11115500","402BA0031","CSCI","18070101000068","272369","Matilija Creek"
"416",17586470,"11115500","402M00015","CSCI","18070101000068","272369","Matilija Creek"
"417",17586774,"11117600","402M00009","CSCI","18070101000093","241041","Coyote Creek"
"418",17586728,"11117800","402M00009","CSCI","18070101000367","273537","Santa Ana Creek"
"419",17594763,"11120550","315GAVGSP","CSCI","18060013000283",NA,NA
"420",17608281,"11128400","314CE0200","CSCI","18060010000324","238513","Alisal Creek"
"421",17625379,"11138500","312SED113","CSCI","18060008000060","249525","Sisquoc River"
